course_id,course_title,url,level,subject,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com,talk2nishantn@gmail.com,N@gmail.com,dubeyrahul@gmail.com
211052,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",https://www.udemy.com/learn-laravel-by-doing/,All Levels,Web Development,,3.0,3.0,,,,,,,5.0,,,,,,
597868,Develop Your First App in an Hour,https://www.udemy.com/develop-your-first-app-in-an-hour/,Beginner Level,Web Development,5.0,3.0,4.0,5.0,,,,,,3.0,,,,,,
218658,Step by Step Classical Guitar Course,https://www.udemy.com/step-by-step-classical-guitar-course/,Beginner Level,Musical Instruments,2.0,,,2.0,3.0,,,,,,1.0,,,,,
1048182,How to Create Your Personal Budget,https://www.udemy.com/personal-budget/,All Levels,Business Finance,,1.0,,2.0,,,,1.0,,5.0,,,,,,
758216,Super Fast Accounting - the fastest way to do your books,https://www.udemy.com/super-fast-accounting/,Beginner Level,Business Finance,,3.0,,,,,,5.0,,,,,,,,
1144780,Learn jQuery by Example Course,https://www.udemy.com/complete-jquery-course/,Beginner Level,Web Development,,,,,,,,2.0,,4.0,1.0,,,,,
628798,Complete Guide to Front-End Web Development and Design,https://www.udemy.com/complete-guide-to-front-end-web-development-and-design/,Beginner Level,Web Development,,2.0,,1.0,,,,,,,,,,,,
398224,Corporate Finance 101: Financial Statement Analysis & Ratios,https://www.udemy.com/corp-fin-101-fsa-ratios/,All Levels,Business Finance,,,,,,1.0,,,,2.0,,,,,,
147174,Getting Started with WordPress 2016,https://www.udemy.com/getting-started-with-wordpress-cms/,Beginner Level,Web Development,,,,,,,,,,,1.0,,,,,
799912,Forex Traders - Create Your First Trading Robot. No Coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,All Levels,Business Finance,,,,,,4.0,,,,4.0,,5.0,,,,
655958,"Economics:   Competition, Elasticity, a little Game Theory",https://www.udemy.com/micro-econ-game-theory/,All Levels,Business Finance,,,4.0,,5.0,2.0,5.0,,2.0,,,2.0,,,,
744034,Alto Saxophone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-alto-saxophone-lesson-program/,Beginner Level,Musical Instruments,5.0,,2.0,,,,4.0,4.0,1.0,,,,,,,
139790,Become a Rockstar Web Developer - Learn By Coding,https://www.udemy.com/become-rockstar-php-developer/,All Levels,Web Development,,,,3.0,,,,,,,,,,,,
288854,Lettering,https://www.udemy.com/saibala-lettering/,All Levels,Graphic Design,,,,1.0,5.0,,,4.0,,,,1.0,,,,
588264,Playing Piano:  Popular Pieces Vol. II,https://www.udemy.com/playing-piano-popular-pieces-volii/,Beginner Level,Musical Instruments,,3.0,,2.0,,,,,,3.0,,,,,,
773156,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",https://www.udemy.com/optionen-kompass-ihr-navi-fur-konstanten-borsenerfolg/,All Levels,Business Finance,,,3.0,,,,,,5.0,4.0,,,,,,
931152,Bluegrass Guitar Essentials: Webisodes 5 & 6,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-5-6/,Intermediate Level,Musical Instruments,,,,,,,,,,,,,,,,
21080,Bluegrass Guitar Essentials: Webisodes 3 & 4,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-3-4/,Intermediate Level,Musical Instruments,,,,,3.0,,,,,,3.0,,,,,
151120,Intro to Git,https://www.udemy.com/intro-to-git/,Beginner Level,Web Development,,,,,,,,3.0,,2.0,2.0,3.0,,,,
1236576,Optimizing investment to maximise your return,https://www.udemy.com/optimizing-investment-to-maximise-your-return/,All Levels,Business Finance,,,5.0,,,,,,,,1.0,,,,,
139784,T-Shirt Design Workshop 01: Foundation,https://www.udemy.com/t-shirt-design-workshop-01-foundation/,All Levels,Graphic Design,,,,2.0,,2.0,,,3.0,,,,,,,
486412,introduction to HTML Course,https://www.udemy.com/introduction-to-html-course/,Beginner Level,Web Development,,,,,,,1.0,,4.0,,1.0,,,,,
459468,JavaScript in Action JavaScript Projects,https://www.udemy.com/javascript-in-action-learn-javascript-projects/,Beginner Level,Web Development,3.0,1.0,,,,,,,,,,,,,,
663696,How to invest in Gold,https://www.udemy.com/howtoinvestingold/,Beginner Level,Business Finance,,,5.0,,3.0,2.0,,,4.0,,1.0,5.0,,,,
933812,Curso Completo de SolidWorks 2016.,https://www.udemy.com/curso-de-chapa-metalica-solidworks-2016/,All Levels,Graphic Design,5.0,,1.0,,,1.0,,4.0,,3.0,,,,,,
149602,Corporate Finance 101: Equity Valuation,https://www.udemy.com/corp-fin-101-equity-valuation/,All Levels,Business Finance,,2.0,,,,2.0,,,,5.0,4.0,,,,,
277770,Introductory Forex Trading Course,https://www.udemy.com/introductory-forex-trading-course/,Beginner Level,Business Finance,,,,,,,,,5.0,,2.0,,,,,
552606,Forex/Opciones Binarias para Principiantes,https://www.udemy.com/forexopciones-binarias-para-principiantes/,Beginner Level,Business Finance,,,3.0,,,,,,,,,,,,,
459926,Bagpipe Instruction For Beginners,https://www.udemy.com/bagpipe-instruction-for-beginners/,Beginner Level,Musical Instruments,,,,,,1.0,2.0,,,1.0,,,,,,
1040596,Design bestselling T-shirts from Beginner to Expert.,https://www.udemy.com/t-shirt-design-from-beginner-to-expert-using-photoshop/,Beginner Level,Graphic Design,,,,,,,,5.0,,,,4.0,,,,
266004,Create Your First Wordpress Site in Under an Hour,https://www.udemy.com/how-to-install-wordpress-/,Beginner Level,Web Development,,,,,4.0,,4.0,,,,,,,,,
720072,Learn and Master the Basics of Finance,https://www.udemy.com/finance-101/,Beginner Level,Business Finance,,,,2.0,,,,,,3.0,,,,,,
1046768,Master Riot: Learn Riot.js from Scratch,https://www.udemy.com/master-riot/,Intermediate Level,Web Development,,,,,,5.0,3.0,,3.0,,,,,,,
138336,Blues Master - Beginner's Techniques Piano Course,https://www.udemy.com/blues-master-basic-techniques-piano-course/,All Levels,Musical Instruments,,,,,,,,1.0,,,,,,,,
333046,Blues Master - Advanced Techniques Piano Course,https://www.udemy.com/blues-master-advanced-techniques-piano-course/,All Levels,Musical Instruments,,,,2.0,,,,,,5.0,3.0,,,,,
459207,Blues Master - Professional Techniques Piano Course,https://www.udemy.com/blues-master-professional-techniques-piano-course/,All Levels,Musical Instruments,5.0,,,,,,,,,2.0,,,,,,
814474,The Complete ASP.NET MVC 5 Course,https://www.udemy.com/the-complete-aspnet-mvc-5-course/,All Levels,Web Development,,2.0,,2.0,,,,3.0,,,4.0,,,,,
1104496,Learn the Violin - Bowing Techniques,https://www.udemy.com/learn-the-violin-bowing-techniques/,Intermediate Level,Musical Instruments,,4.0,4.0,,4.0,,,,,,5.0,,,,,
188064,"Modern JavaScript: Building Real-World, Real-Time Apps",https://www.udemy.com/real-world-real-time-modern-javascript/,Intermediate Level,Web Development,,,,,1.0,,,,,,,,,,,
578750,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,https://www.udemy.com/8020guitar/,All Levels,Musical Instruments,,,2.0,5.0,1.0,,1.0,,,,4.0,4.0,,,,
184088,Take your double bass drum technique to the next level,https://www.udemy.com/take-your-double-bass-drum-technique-to-the-next-level/,Intermediate Level,Musical Instruments,,,2.0,4.0,,,4.0,4.0,,,2.0,,,,,
1198302,Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,Expert Level,Business Finance,1.0,,,,,,,,,,2.0,,,,,
208126,Sketchbook Pro for Beginners,https://www.udemy.com/learn-sketchbook-pro-in-a-weekend/,All Levels,Graphic Design,,,1.0,,,,,1.0,1.0,,2.0,,,,,
34332,AngularJS Authentication: Secure Your App with Auth0,https://www.udemy.com/angularjs-authentication-with-auth0/,All Levels,Web Development,,,,,,,,,,,,,,,,
204014,Introduction to GIMP 2.8: Tutorials for Beginners,https://www.udemy.com/introduction-to-gimp-for-beginners/,Beginner Level,Graphic Design,2.0,,,,1.0,,,,,1.0,,1.0,,,,
219844,Canva: Design Album Cover Artwork in Minutes - No More Fees!,https://www.udemy.com/canva-make-album-covers-for-free/,Beginner Level,Graphic Design,,,,2.0,5.0,,,,,,,4.0,,,,
212506,Drumming 101: The Essential Elements,https://www.udemy.com/drums-101/,Beginner Level,Musical Instruments,,,4.0,,,3.0,,,,,2.0,5.0,,,,
687742,Tenor Saxophone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-tenor-saxophone-lesson-program/,Beginner Level,Musical Instruments,,,,3.0,,2.0,,,,,,,,,,
219878,Beginners Guide: Photoshop Poster/Artwork,https://www.udemy.com/do-it-yourself-learn-photoshop-postersflyers-creation/,Beginner Level,Graphic Design,,,,4.0,,2.0,,,,,,4.0,,,,
207304,Effective Personal Website Building and Hosting,https://www.udemy.com/effective-personal-website-building-and-hosting/,All Levels,Web Development,,4.0,5.0,,,,,,,,1.0,3.0,,,,
195196,Clarinet Pro Series - Fall in love with the Clarinet,https://www.udemy.com/clarinet-pro-series/,All Levels,Musical Instruments,,,1.0,3.0,,1.0,,3.0,,,5.0,,,,,
834422,Learn Financial Modeling from Scratch - Part1,https://www.udemy.com/learn-financial-modeling-part1/,All Levels,Business Finance,2.0,,,,,4.0,,,,3.0,3.0,,,,,
724436,Create Website from scratch in Urdu & Hindi,https://www.udemy.com/create-website-from-scratch-in-urdu-hindi/,Intermediate Level,Web Development,,,,5.0,,,,,4.0,,,,,,,
448250,The Visual Learning Basic Accounting Course,https://www.udemy.com/the-visual-learning-basic-accounting-course/,Beginner Level,Business Finance,,,,,,,,,,4.0,5.0,2.0,,,,
796188,Bassoon Pro Series - You're going to love practicing Bassoon,https://www.udemy.com/bassoon-pro-series/,All Levels,Musical Instruments,,4.0,,,,,,,,,,,,,,
773174,The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/jquery-tutorial/,All Levels,Web Development,5.0,,,,3.0,3.0,,2.0,,,,,,,,
450246,Piano Lessons For Beginners,https://www.udemy.com/the-music-coach-online-piano-lesson-program/,Beginner Level,Musical Instruments,5.0,5.0,3.0,,,1.0,,4.0,,,,1.0,,,,
201472,Trumpet Lessons For Beginners,https://www.udemy.com/the-music-coach-online-trumpet-lesson-program/,Beginner Level,Musical Instruments,,,3.0,,,,,2.0,,,,3.0,,,,
452514,Save on Your Taxes,https://www.udemy.com/save-on-your-taxes/,All Levels,Business Finance,,,,,1.0,1.0,,,5.0,,,2.0,,,,
765056,Value Investing and Stock Market Fundamentals,https://www.udemy.com/value-investing-and-stock-market-fundamentals/,Beginner Level,Business Finance,,,,,4.0,,5.0,,,,,,,,,
196234,Beginner Guitar Lessons - Your Complete Foundation Course,https://www.udemy.com/beginner-guitar-lessons-your-complete-foundation-course/,Beginner Level,Musical Instruments,,,,3.0,,,3.0,,,,,,,,,
380596,Horn Pro Series - You're going to love playing French Horn,https://www.udemy.com/horn-pro-series/,All Levels,Musical Instruments,,,,,4.0,,,,1.0,,3.0,,,,,
812370,Learn Financial Modeling from Scratch - Part 2,https://www.udemy.com/learn-financial-modeling-part-2/,All Levels,Business Finance,,,1.0,,5.0,2.0,,3.0,,1.0,,,,,,
832514,Learn Financial Modeling from Scratch - Part 3,https://www.udemy.com/learn-financial-modeling-part-3/,All Levels,Business Finance,3.0,1.0,,4.0,,,,,,,3.0,,,,,
1025536,Get Acquired: Learn From The Head Of Acquisitions For eBay,https://www.udemy.com/entrepreneurship-buy-and-sell-your-startup-or-business/,All Levels,Business Finance,,5.0,,,,,,,,,,,,,,
82960,商業好設計-Illustrator個性商品設計,https://www.udemy.com/illustrator-u/,Beginner Level,Graphic Design,,,,,,,,,,,,3.0,,,,
1207112,Learn By Example: PHP For Dynamic Websites,https://www.udemy.com/learn-by-example-php-for-dynamic-websites/,Beginner Level,Web Development,,,4.0,,,,4.0,,,,,,,,,
457206,Oboe Pro Series - You're going to love practicing the Oboe,https://www.udemy.com/oboe-pro-series/,All Levels,Musical Instruments,,,,,5.0,,,,,2.0,,,,,,
589900,WordPress Basics to Business: Share and Sell your Expertise,https://www.udemy.com/wordpress-basics-to-business/,Beginner Level,Web Development,,4.0,,,,,,,,,,,,,,
854694,Saxophone Pro Series - You're going to love practicing Sax,https://www.udemy.com/saxophone-pro-series/,All Levels,Musical Instruments,,,4.0,,2.0,,,,1.0,,,3.0,,,,
861566,Stock Technical Analysis with Python,https://www.udemy.com/stock-technical-analysis-with-python/,All Levels,Business Finance,,,4.0,4.0,,,,,,,,,,,,
1244302,Finanzas Personales para Vivir Libre de Deudas,https://www.udemy.com/finanzas-personales-para-vivir-libre-de-deudas/,Beginner Level,Business Finance,,,4.0,,,5.0,,,,,,3.0,,,,
349142,Introduction to Photoshop CC: Tutorials for Beginners,https://www.udemy.com/introduction-to-photoshop-cc-tutorials-for-beginners/,Beginner Level,Graphic Design,1.0,,,,,,5.0,,,,4.0,,,,,
56970,Financial Modelling in Excel Step by Step,https://www.udemy.com/financial-modelling-course-using-excel/,Intermediate Level,Business Finance,1.0,,,,,,,,,,,,,,,
762482,Drum Lessons For Beginners,https://www.udemy.com/the-music-coach-online-drum-lesson-program/,Beginner Level,Musical Instruments,,,,,1.0,,,1.0,,1.0,,,,,,
100916,Trombone Lessons For Beginners,https://www.udemy.com/the-music-coach-online-trombone-lesson-program/,Beginner Level,Musical Instruments,,,3.0,3.0,5.0,,4.0,,,,,,,,,
869312,PHP For WordPress Development,https://www.udemy.com/php-for-wordpress-development/,Beginner Level,Web Development,,2.0,1.0,,,,,,,2.0,2.0,4.0,,,,
721274,Git a Web Developer Job: Mastering the Modern Workflow,https://www.udemy.com/git-a-web-developer-job-mastering-the-modern-workflow/,Beginner Level,Web Development,,5.0,,5.0,,,,,1.0,,,,,,,
719920,Bass Guitar Lessons For Beginners,https://www.udemy.com/the-music-coach-online-bass-guitar-lesson-program/,Beginner Level,Musical Instruments,,,,,,,,,,,,2.0,,,,
846962,Photoshop for Entrepreneurs - Design 11 Practical Projects,https://www.udemy.com/photoshop-for-entrepreneurs/,All Levels,Graphic Design,,,3.0,,,,,,,,,,,,,
206986,المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,Beginner Level,Business Finance,,,5.0,,,,,,,,3.0,,,,,
813142,How To Make A Business Website In 1 Day With Wix FAST & EASY,https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,Beginner Level,Web Development,,,,,4.0,,,2.0,,5.0,,,,,,
701662,Angular 2 Fundamentals for Web Developers,https://www.udemy.com/angular-2-fundamentals-for-web-developers/,All Levels,Web Development,,3.0,2.0,,,3.0,,,2.0,,,,,,,
90132,Python and Django Full Stack Web Developer Bootcamp,https://www.udemy.com/python-and-django-full-stack-web-developer-bootcamp/,All Levels,Web Development,,5.0,5.0,1.0,,5.0,,,,3.0,,,,,,
815182,CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,All Levels,Business Finance,,,,3.0,,,,,,5.0,,,,,,
476000,JavaScript - Tricks and Workarounds,https://www.udemy.com/javascript-tricks-and-workarounds/,All Levels,Web Development,4.0,,,,2.0,,,,,,4.0,5.0,,,,
762240,Tax Strategies of the Wealthy,https://www.udemy.com/everything-you-need-to-know-about-taxes/,Beginner Level,Business Finance,,1.0,,,,,2.0,,2.0,,,3.0,,,,
810576,Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,All Levels,Business Finance,,,,,,,2.0,,1.0,,,,,,,
188498,Practical Guide to Web Development,https://www.udemy.com/designers-guide-to-web-development/,Beginner Level,Web Development,,,2.0,,,,,2.0,4.0,,2.0,,,,,
1144288,Comment jouer du Pianoforte,https://www.udemy.com/comment-jouer-du-pianoforte/,All Levels,Musical Instruments,,,,,,,,,,3.0,,3.0,,,,
180680,Trumpet Pro Series - You're going to love practicing Trumpet,https://www.udemy.com/trumpet-pro-series/,All Levels,Musical Instruments,,,,,,,1.0,,4.0,,,,,,,
1031698,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",https://www.udemy.com/fullstack-javascript/,Beginner Level,Web Development,,4.0,3.0,,,,,,2.0,,,,,,,
62252,Trombone Pro Series - Fall in love with the Trombone,https://www.udemy.com/trombone-pro-series/,All Levels,Musical Instruments,,,,,,,,,1.0,,,,,,,
1113008,Technical Analysis: Understanding Price Action,https://www.udemy.com/technical-analysis-understanding-price-action/,All Levels,Business Finance,,5.0,4.0,,,,,,,,,,,,,
807494,PI-101 Top 10 Classical Piano Pieces for Beginners,https://www.udemy.com/pi-101-piano/,Beginner Level,Musical Instruments,,,,3.0,,,,,,,,,,,,
761122,Sell Courses On Your Own Website - No Coding Required!,https://www.udemy.com/sell-courses-on-your-own-website-no-coding-required/,All Levels,Web Development,4.0,,,,,1.0,,,1.0,,,2.0,,,,
12214,Basic Bookkeeping Hacks,https://www.udemy.com/basic-bookkeeping/,All Levels,Business Finance,,3.0,,,,,,,3.0,,,,,,,
344180,Bossa Nova - Guitar for Beginners,https://www.udemy.com/bossanovaguitarforbeginners/,Beginner Level,Musical Instruments,,,,,,,,,1.0,,,,,,,
185266,React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,Intermediate Level,Web Development,,,,,,3.0,,,,,3.0,,,,,
1076244,Angular 2 - Superheroic Framework,https://www.udemy.com/marutiangular2/,Beginner Level,Web Development,,5.0,,,,3.0,,,,,,,,,,
1036338,Grundlagen der finanziellen Unabhängigkeit,https://www.udemy.com/grundlagen-der-finanziellen-unabhangigkeit/,All Levels,Business Finance,,,,,2.0,,2.0,,,5.0,,4.0,,,,
266682,Design a unique bookstore-quality Photo Book with Blurb,https://www.udemy.com/photo-book-blurb/,All Levels,Graphic Design,,,,,,2.0,,,4.0,,,,,,,
615226,Building a ASP.NET MVC 5 Membership Website,https://www.udemy.com/building-a-mvc-5-membership-website/,Intermediate Level,Web Development,,1.0,4.0,1.0,,,,,,,4.0,2.0,,,,
963094,Fundamentals of Angular 2 Full Stack Design,https://www.udemy.com/fundamentals-of-angular-2-full-stack-design/,Beginner Level,Web Development,5.0,,,,,,,,,,,,,,,
742096,Six Stage Negotiation,https://www.udemy.com/six-stage-negotiation-for-cash-collection/,All Levels,Business Finance,,4.0,,,4.0,,5.0,2.0,,,,,,,,
648492,SAP - Learn SAPUI5 Professional Development,https://www.udemy.com/learn-sapui5/,All Levels,Web Development,,,,2.0,5.0,3.0,,3.0,3.0,,3.0,2.0,,,,
222062,Budgeting Hacks to Build Wealth!,https://www.udemy.com/budgeting-wealth/,Beginner Level,Business Finance,,,,5.0,2.0,,,,2.0,4.0,,,,,,
103662,Global Macro Investing - Take Control Of The World's Markets,https://www.udemy.com/global-macro-trading-take-control-of-the-worlds-markets/,Intermediate Level,Business Finance,,,,2.0,3.0,,3.0,3.0,,,2.0,,,,,
742764,Hedge Fund Accounting and Valuation,https://www.udemy.com/hedge-fund-accounting-and-valuation/,All Levels,Business Finance,,,,,1.0,,3.0,3.0,,,,4.0,,,,
856950,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,https://www.udemy.com/aoirokojin/,Beginner Level,Business Finance,,,,3.0,,1.0,,,,1.0,,3.0,,,,
902480,Financial Accounting Plus Excel and SAP Crash Course.,https://www.udemy.com/financial-accounting1/,Beginner Level,Business Finance,,2.0,4.0,1.0,2.0,1.0,,,,,5.0,5.0,,,,
263846,Aprendiendo Piano: Ejercicios de calentamiento,https://www.udemy.com/aprendiendo-piano-ejercicios-de-calentamiento/,Beginner Level,Musical Instruments,,,,2.0,4.0,,,3.0,,,,,,,,
1160066,Darbuka Drumming: Learn how to play the Darbuka Dounbek,https://www.udemy.com/learning-the-darbuka-dounbek-drum/,Beginner Level,Musical Instruments,,,,,,,,3.0,,,,,,,,
625974,5 Exotic Guitar Scales and How to Use Them Effectively,https://www.udemy.com/5-exotic-guitar-scales-and-how-to-use-them-effectively/,Intermediate Level,Musical Instruments,,,,,,3.0,,,5.0,,,,,,,
782460,Quick learning jQuery web development,https://www.udemy.com/quick-learning-jquery-web-development/,Intermediate Level,Web Development,3.0,,,,,3.0,,,,,1.0,1.0,,,,
147104,Forex Trading For Beginners: Technical Trading,https://www.udemy.com/forex-trading-for-beginners-technical-trading/,Beginner Level,Business Finance,,,1.0,,,4.0,2.0,,,,,,,,,
1189926,Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,All Levels,Business Finance,,,1.0,1.0,,,4.0,,,,,4.0,,,,
1143414,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),https://www.udemy.com/learn-mql5/,All Levels,Business Finance,,,,1.0,,,,,,,,,,,,
1066002,CurrencyFair - Avoid Bank Charges when converting currencies,https://www.udemy.com/currencyfair-currency-exchange/,All Levels,Business Finance,,,,,,,,,5.0,1.0,,,,,,
767400,Make Your Own Ukulele,https://www.udemy.com/make-ukulele/,All Levels,Musical Instruments,,,,,1.0,,5.0,,,,,,,,,
492954,Beginner's Guide to Book Cover Designing.,https://www.udemy.com/beginners-guide-to-book-cover-designing/,Beginner Level,Graphic Design,,,4.0,,,,,,4.0,,,,,,,
1129652,Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,Beginner Level,Business Finance,,,3.0,,,2.0,,1.0,5.0,,1.0,5.0,,,,
13216,Stock Technical Analysis with Excel,https://www.udemy.com/stock-technical-analysis-with-excel/,All Levels,Business Finance,,,,,2.0,1.0,,1.0,,,,,,,,
760452,"JSON with Java APIs, jQuery and JSON REST Web Services",https://www.udemy.com/learn-json-with-java-apis-jquery-and-rest/,Beginner Level,Web Development,,,,,,,5.0,,1.0,,,,,,,
1152334,Acoustic Guitar Lessons For Beginners,https://www.udemy.com/the-music-coach-online-guitar-lesson-program/,Beginner Level,Musical Instruments,,,3.0,4.0,3.0,1.0,,,4.0,3.0,1.0,5.0,,,,
214770,Beginners Guide To Ichimoku Trading,https://www.udemy.com/ichimoku/,All Levels,Business Finance,,,,1.0,,,,,,,1.0,,,,,
1134842,Meteor and React for Realtime Apps,https://www.udemy.com/meteor-react-tutorial/,All Levels,Web Development,,4.0,2.0,2.0,4.0,,,,,,,,,,,
139772,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,https://www.udemy.com/photoshop-photo-editing/,Beginner Level,Graphic Design,,,,,,,,,,,,,,,,
171598,JQuery DOM and Ajax Concept Explained for Beginners,https://www.udemy.com/jquery-dom-and-ajax-concept-explained-for-beginners/,All Levels,Web Development,,,,,4.0,,,,,,,,,,,
854692,Angular Masterclass,https://www.udemy.com/angular-2-fundamentals-with-typescript-for-pro-developers-systemjs/,All Levels,Web Development,,,,4.0,,1.0,5.0,,,5.0,,,,,,
805706,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,https://www.udemy.com/angular-2-and-nodejs-the-practical-guide/,All Levels,Web Development,,,,,,3.0,,,2.0,,4.0,1.0,,,,
618586,Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,All Levels,Business Finance,,,5.0,5.0,,,,1.0,,,,,,,,
205764,Character Concept Design for Beginners,https://www.udemy.com/character-concept-design-from-beginner-to-pro/,All Levels,Graphic Design,,,,,3.0,3.0,5.0,,,5.0,,,,,,
762648,FLAT ICON DESIGN IN POWERPOINT,https://www.udemy.com/flat-icon-design-powerpoint/,Beginner Level,Graphic Design,,,,,1.0,,,2.0,4.0,,,,,,,
245722,Curso de Teclado,https://www.udemy.com/curso-de-teclado-gospel-modulo-1/,Beginner Level,Musical Instruments,,,,,,,,,,2.0,,,,,,
53157,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,All Levels,Business Finance,4.0,,1.0,,2.0,,5.0,,,1.0,,,,,,
932842,The Web Developers Guide: Learn HTML & CSS Fundamentals,https://www.udemy.com/become-a-professional-html-and-css-web-developer/,All Levels,Web Development,,,,,,,,,,,,,,,,
883138,Trading News Using Binary Options,https://www.udemy.com/trading-news/,All Levels,Business Finance,,,5.0,,2.0,5.0,,,,,,,,,,
139788,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,Intermediate Level,Business Finance,,5.0,,,,,,,,,,,,,,
951608,How to create HTML Forms,https://www.udemy.com/how-to-create-html-forms/,Beginner Level,Web Development,,,,1.0,,,,,,,,,,,,
975626,Corel Painter 2016,https://www.udemy.com/corel-painter-2016/,All Levels,Graphic Design,,,,,3.0,,,,1.0,,,,,,,
1104492,The Fundamentals Of Finance For Non-Finance Professionals,https://www.udemy.com/finance-for-nonfinance/,All Levels,Business Finance,,,,,,,,,5.0,,,2.0,,,,
1196538,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,https://www.udemy.com/jquery-ui-ultimatedesign-amazing-interfaces-using-jquery-ui/,All Levels,Web Development,4.0,,,,,,,,,5.0,,2.0,,,,
184324,Ukulele Lessons For Beginners - Fast Track Your Learning,https://www.udemy.com/ukulele-lessons/,Beginner Level,Musical Instruments,,3.0,3.0,2.0,2.0,,,,,,,,,,,
139794,Crash Course - Learn to Create a PHP MVC Framework,https://www.udemy.com/crash-course-learn-to-create-a-php-mvc-framework/,All Levels,Web Development,,,2.0,,,4.0,,,,,3.0,,,,,
582390,React From The Ground Up,https://www.udemy.com/reactjs-from-the-ground-up/,All Levels,Web Development,,,,,3.0,,,,,,3.0,5.0,,,,
132950,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,https://www.udemy.com/the-holy-grail-of-auto-trading-revealed/,All Levels,Business Finance,,,,,,5.0,,,,,4.0,,,,,
845518,Essentials of money value: Get a financial Life !,https://www.udemy.com/essentials-of-money-value/,All Levels,Business Finance,,1.0,4.0,,,,1.0,,4.0,4.0,,,,,,
835616,Essentials of money value: Get a financial Life !,https://www.udemy.com/essentials-of-money-value/,All Levels,Business Finance,,,,,,,5.0,,,5.0,,1.0,,,,
101504,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),https://www.udemy.com/modal-theory-for-guitar/,All Levels,Musical Instruments,1.0,,2.0,,,,,,,5.0,5.0,,,,,
594852,✔️ Illustrator CC : Be a Graphic Designer in Illustrator CC,https://www.udemy.com/illustratorsupercourse/,All Levels,Graphic Design,,,,,,5.0,,3.0,,,,,,,,
806642,Customizr - Learn WordPress with the ultimate creative theme,https://www.udemy.com/wpcustomizrcourse/,Beginner Level,Web Development,,,,,,4.0,,,4.0,,,,,,,
809492,Forex trading Basic to advance Professional Level course,https://www.udemy.com/forex-trading-basic-to-advance-professional-level-course/,All Levels,Business Finance,,,,,,,1.0,5.0,,,4.0,,,,,
785210,The Art of the Blues Shuffle - A Guitarist's Guide,https://www.udemy.com/the-art-of-the-blues-shuffle-a-guitarists-guide/,Intermediate Level,Musical Instruments,,3.0,,,,,,,,1.0,2.0,,,,,
339382,PHP Date and Time Course by Edwin Diaz,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,All Levels,Web Development,,2.0,3.0,,,2.0,,,1.0,,,5.0,,,,
963664,Learn Piano Online-Ambiance Piano Solo,https://www.udemy.com/learn-piano-online-ambiance-piano-solo/,Intermediate Level,Musical Instruments,3.0,,,,,4.0,2.0,5.0,,,,,,,,
632234,Bluegrass Guitar Essentials: Webisodes 7 & 8,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-7-8/,Intermediate Level,Musical Instruments,,,4.0,,,5.0,,,3.0,,,,,,,
594854,Bluegrass Guitar Essentials: Webisodes 9 & 10,https://www.udemy.com/bluegrass-guitar-essentials-webisodes-9-10/,Intermediate Level,Musical Instruments,,2.0,2.0,,,2.0,,4.0,,4.0,,4.0,,,,
