,skills
7015,",React.js,ES6,JSON,XML,AJAX,REST API"
7016,",React.js,ES6,JSON,XML,AJAX,REST API"
7017,",Node.js,Javascript,MEAN,Microservices Architecture,HTML5,CSS3"
7018,",AngularJS,Angular 2+,Javascript,CoffeeScript,HTML5,CSS3"
7019,",AngularJS,Angular 2+,Javascript,CoffeeScript,LESS/SASS,AJAX"
7020,",MongoDB,Node.js,AngularJS,Microservices Architecture,Git,Spark,Scala,Functional Programming,Data Modeling"
7021,",Golang,OOPS,RDBMS,Microservices Architecture,REST API"
7022,",Golang,OOPS,RDBMS,Microservices Architecture,REST API"
7023,
7024,",ForgeRock,PostgreSQL,JSON,Java,AWS,Oracle IDAM"
7025,",CyberArk PAM,CyberArk,Problem Management,Change Management,Troubleshooting,Ansible"
7026,",Docker,J2EE,CI/CD,OOAD,Oracle IDAM,Design Patterns"
7027,",Laravel,Database Design,MySQL,Linux,PHP,LAMP"
7028,",Node.js,OOPS,MEAN,Microservices Architecture,Javascript,AJAX"
7029,",Azure,Synapse Analytics,Data Migration,T-SQL,Data Warehousing,ETL"
7030,
7031,",React Native,ES6,Javascript,TypeScript,OOPS,iOS"
7032,
7033,
7034,",React.js,Javascript,eCommerce Apps,Git,ECMAScript,Webpack"
7035,",Golang,Data Structure,Algorithm,RESTful API,PostgreSQL,MongoDB"
7036,",Oracle DB,DB2,IIB,WMB,Webservices,SQL"
7037,",Node.js,MongoDB,Express.js,Javascript,MySQL,RESTful API"
7038,",SQL,MySQL,Debugging,Healthcare,CSS3,Prototype"
7039,",React.js,Redux,HTML,CSS,Javascript,Redux-Saga"
7040,",Outbound,SQL,Payroll,Oracle,PeopleSoft,SSRS,Performance tuning,Site Coordinator,HR processes,HR"
7041,",Outbound,SQL,Payroll,Oracle,PeopleSoft,SSRS"
7042,",React Native,Android,iOS,Mobile App Designing,Mobile App Performance Optimization,Mobile App Architecture"
7043,",Java,Technical Support,OOPS,SQL,Data Structure,Statistical Analyst"
7044,",Node.js,API,Express.js,REST API,NoSQL,SQL"
7045,",Workflows,Webservices,MS Dynamics,X++,MS Dynamics 365,OData"
7046,",Redis,Javascript,jQuery,React.js,Node.js,MongoDB"
7047,",Teamcenter,SOA,Java,SQL Server,Oracle DB,C"
7048,
7049,",Flutter,Mobile App Designing,Push Notification,CI/CD,Work From Home,iOS"
7050,",ServiceNow,Workflows"
7051,",Javascript,Android,Automation,HTTP,Healthcare,CSS3"
7052,",AngularJS,Javascript,LESS/SASS,HTML5,CSS3,jQuery"
7053,",SaaS,AngularJS,Javascript,HTML5,CSS3,jQuery"
7054,
7055,",Java,J2EE,Spring,Spring Boot,Hibernate,Microservices Architecture"
7056,",AngularJS,Angular 2+,Javascript,CoffeeScript,HTML5,CSS3"
7057,",AngularJS,Angular 2+,Javascript,CoffeeScript,LESS/SASS,AJAX"
7058,",Chatbot,Microsoft Bot,Artificial Intelligence,Alexa VUI,API Integration,Webservices"
7059,
7060,",AWS,Data Structure,Algorithm,Distributed Systems,Hadoop,Spark"
7061,",Golang,Data Structure,Algorithm,RESTful API,PostgreSQL,MongoDB"
7062,",Node.js,MongoDB,Express.js,Javascript,MySQL,RESTful API"
7063,",Winforms,.Net,Application development,Unit testing,Application programming,Software services"
7064,",React.js,Redux,HTML,CSS,Javascript,Redux-Saga"
7065,",React Native,Xcode,Android Studio,REST API,Redux,Android"
7066,
7067,
7068,",jQuery,SDLC,Open source,Agile,Information security,Front end"
7069,
7070,",Java,Design Patterns,Spring,Hibernate,REST API,AngularJS,Product Roadmap,Continuous Integration,Continuous Deployment"
7071,",XML,Servlets,JSP,Hibernate,Spring,WebSphere"
7072,",React Native,Javascript,ES6,Redux,Mobile App Designing,Mobile App Performance Optimization"
7073,",Chatbot,Microsoft Bot,Artificial Intelligence,Alexa VUI,API Integration,Webservices"
7074,",AWS,Data Structure,Algorithm,Distributed Systems,Hadoop,Spark"
7075,",Winforms,.Net,Application development,Unit testing,Application programming,Software services"
7076,",Node.js,Express.js,MongoDB,MySQL,Javascript,Webservices"
7077,",React Native,Xcode,Android Studio,REST API,Redux,Android"
7078,",React.js,React Native,Angular 5,Redux,Flux,RESTful API"
7079,",BigQuery,Hadoop,HDFS,Hive,OOPS,SQL"
7080,",Java,Microservices Architecture,J2EE,Spring Boot,JUnit,SQL Server,Oracle DB,RDBMS,CI/CD Pipeline"
7081,",.Net Core,MVC,WebAPI,SSRS,SQL,Design Patterns"
7082,",Javascript,REST API,Node.js,MongoDB,JSON,Express.js"
7083,",Informatica,BigQuery,ETL,Data Warehousing,SQL,Data Analyst"
7084,",SAP BI,SAP BW,SAP HANA,SAP Implementation,SAP Support,SQL"
7085,",Android,Kotlin,Mobile App Designing,JSON,XML,OOPS"
7086,",React.js,Node.js,MERN Stack,Frontend Architecture"
7087,",Ruby on Rails,Full Stack,Rspec,MySQL,PostgreSQL,Open Source"
7088,",Software Development,Web Technologies,Web Development,Front End,Agile Development,Web Services"
7089,",Android Studio,Internet,React Native,Digital Transformation,Business Intelligence"
7090,",Android Studio,Internet,React Native,Digital Transformation,Business Intelligence"
7091,",Apex,Lightning,Aura,SFDC,Visualforce,Salesforce Cpq"
7092,",React.js,Javascript,HTML,CSS,TypeScript"
7093,",React.js,Javascript,HTML,CSS,TypeScript"
7094,",Front end,CFD,Agile,Tomcat,Hibernate,Financial services"
7095,",Unix,Javascript,Linux,XML,HTML,jQuery"
7096,
7097,",Business Analysis,Entrepreneurship,Entrepreneurship Development,Big4,Project Management,Business Growth"
7098,",AngularJS,Javascript,CSS,HTML5,OOPS,Code Versioning Tools"
7099,",Node.js,Application Designing,Applications Implementation,Solution Implementation,Solution Integration"
7100,",Shopify,Shopify Integration,HTML,CSS,API,Javascript,WooCommerce,Magento"
7101,",WooCommerce,PHP,API,Apache Server,MySQL,Javascript"
7102,",Golang,MongoDB,RESTful API,Microservices Architecture,SQL,NoSQL"
7103,",Golang,MongoDB,RESTful API,Microservices Architecture,SQL,NoSQL"
7104,",Sales,Education Sales,B2C Sales,Telesales,Inside Sales,Direct Sales"
7105,",Sales,Inside Sales,Education Sales,EduTech Solution Sales"
7106,",Sales,IT Sales,IT Product Sales"
7107,
7108,
7109,
7110,",LTE,LTE Protocol,C++,PDCP,eNodeB"
7111,",ASP,.Net,React.js,Javascript,WebAPI,MVC"
7112,",PHP Full - stack Developer"
7113,",Shopify,Work From Home,HTML5,CSS3,Javascript"
7114,",AngularJS,AEM,JSP,Continuous Integration,Jenkins,Maven"
7115,",Shopify,Javascript,jQuery,React.js,Wordpress,Magento"
7116,",Rpa,Automation Anywhere,Uipath,Aa,Bot,Code Review"
7117,",Wordpress,WooCommerce,CMS,Javascript,jQuery,REST API"
7118,",Wordpress,WooCommerce,CMS,Javascript,jQuery,REST API"
7119,",MERN Stack,Full Stack,Javascript,TypeScript,Node.js,React.js"
7120,",Rpa,Automation Anywhere,Uipath,Aa,Bot,Code Review,Product Engineering,User Training"
7121,",Spring Data Jpa,Hibernate,Core Java,Spring Boot,J2Ee,Apache Camel"
7122,",Sql,Application Development,Api,Database"
7123,",Java,Spring Boot,Spring Framework,Rest,SQL,Software Development"
7124,",SQL,PHP,Javascript,MVC,SSL,CSS3"
7125,
7126,
7127,
7128,
7129,
7130,
7131,",Unity3D,Mobile Game Design,Game Architecture,Gaming,Data Structure,Algorithm"
7132,",React Native,Mobile App Designing,React.js,Javascript,Code Versioning Tools,RESTful API"
7133,
7134,",React.js,Redux,Redux-Saga,Javascript,CSS,Git"
7135,
7136,
7137,",React.js,Node.js,MERN Stack,MongoDB,RESTful Webservices,NoSQL"
7138,",ASP.Net,SQL Server,C#,C#.Net,Windows Forms,.NET Framework"
7139,
7140,",PHP,Javascript,HTML,MySQL,Ajax,jQuery"
7141,",Javascript,CSS,Express,Ejs,Html5,Front End"
7142,",Security,Information Security,iAM,On-Premises,SAML Federation,OAuth"
7143,
7144,",Angular 2+,TypeScript,CSS3,Javascript,UI,HTML"
7145,",Veeva,CRM,Veeva Vault Platform,Javascript,Salesforce,Apex"
7146,",Blockchain,Smart Contracts,Solidity,Cryptocurrency,Insurance,Software Development"
7147,",AngularJS,TypeScript,REST API,UI,Agile,HTML5"
7148,",CSS,Html5,React Native,Software Engineering,Social Media,Computer Science"
7149,",.Net Core,.Net,C#,OOPS,Multithreading,Javascript"
7150,",Node.js,Javascript,HTML5,CSS3,UI"
7151,",React Native,React.js,Mobile App Designing,Mobile UI,Javascript,iOS"
7152,",Javascript,MySQL,MongoDB,Web Development,NoSQL,Front End"
7153,",Javascript,CSS,Rxjs,Karma,HTML,Front End"
7154,",Javascript,CSS,Rxjs,Karma,HTML,Front End"
7155,",Laravel,MySQL,PHP,Ajax,Node.Js,Angular"
7156,",Android Studio,IOS,Jest,Javascript,Redux,React Native"
7157,",React.js,HTML5,CSS3,Next.js,Javascript,Flux"
7158,",React.js,HTML5,CSS3,Next.js,Javascript,Flux"
7159,",Node.Js,Express.Js,MongoDB,AWS,Azure,Typescript"
7160,",React.js,Javascript,MVC,MVVM,JSON,Redux,Jest Framework,HTML,CSS"
7161,",Google Cloud,Javascript,HTML,Google Tag Manager,Google Analytics,User Acceptance Testing"
7162,",Mongodb,Node . Js,Mysql,Nosql,Software Development,Sql"
7163,",Skincare,Skin Care,cosmetic chemistry,Formulation Development,New Product Development,NPD"
7164,",Javascript,CSS,Redux,HTML,Webpack,React.Js"
7165,
7166,
7167,
7168,
7169,
7170,",React.js,JSON,XML,Javascript,ES6,Git,Redux,UI"
7171,",React.js,Javascript,ES6,Debugging,Redux,JSON"
7172,",Ruby on Rails,OOPS,Startup,AngularJS,Backbone.js,Database Architecture"
7173,",Sales,Direct Sales,Inside Sales,Counselling Services Sales,Education Sales,Education Counselling"
7174,
7175,",Eagle PACE,Agile,Production Support,Golden Source,Oracle DB,PL-SQL"
7176,
7177,",Microsoft Dynamics,Azure,Ssis,Power Bi,Dynamics 365,Sql"
7178,",Microsoft Dynamics,Azure,Ssis,Power Bi,Dynamics 365,Sql"
7179,",Java,Linux,Drools,Quality Assurance,Architect"
7180,",C #,Sql Server,Javascript,Xml,Duck Creek,Xslt,Sql Database"
7181,",Javascript,Css,Html,Front End Development,Bootstrap,Jquery"
7182,",Javascript,Css,Html,Front End Development,Bootstrap,Jquery"
7183,",Robotic Process Automation,Business Process,Sql Server,Bpm,Java,Rest"
7184,",Robotic Process Automation,Business Process,Sql Server,Bpm,Java,Rest"
7185,",Bpm,Java,Soap,Robotic Process Automation,Rpa,Javascript"
7186,",Java,Photoshop,Aem"
7187,
7188,",Mvc,C #,Asp . Net,Sql,Html,Net Framework"
7189,",Front End,Solution Development,Software Development,Python,Java,Software Solutions"
7190,",Informatica,Sql Data,Business Intelligence,Cloud,Microsoft Azure"
7191,",Application Development,Robotics,Pega,Technical Training,Computer Science,Unit Testing"
7192,",Application Development,Robotics,Pega,Technical Training,Computer Science,Unit Testing"
7193,",Duck Creek Policy,Author,Duckcreek,Net,Rating,C"
7194,",Duck Creek Policy,Duckcreek,Author,. Net,Production,Rating"
7195,",Ruby on Rails,PostgreSQL,Vue.js,Javascript,Git,Sidekiq"
7196,
7197,
7198,
7199,",Javascript,Mongodb,Node . Js,Typescript,User Experience,Mern Stack"
7200,",Eagle PACE,Agile,Production Support,Golden Source,Oracle DB,PL-SQL"
7201,",Selenium,java,software,technology"
7202,",Microsoft Dynamics,Azure,Ssis,Power Bi,Dynamics 365,Sql"
7203,",C # Dotnet,Sql Server,Jquery,Duck Creek,Xml"
7204,",Java,Linux,Drools,Quality Assurance,Architect"
7205,",Javascript,Css,Html,Front End Development,Bootstrap,Jquery"
7206,",Duck Creek Policy,Author,Duckcreek,. Net,Production,Rating"
7207,",Bpm,Java,Soap,Robotic Process Automation,Rpa,Javascript"
7208,",Java,Photoshop,Aem"
7209,",Android,Javascript,Oop Design Principles,Mobile Applications,Quality Standards,React Native"
7210,",Mvc,C #,Asp . Net,Sql,Html,Net Framework,Software Solutions,Software Development,Rest Api,Dot Net Core"
7211,",Front End,Solution Development,Software Development,Python,Java,Software Solutions"
7212,",Informatica,Sql Data,Business Intelligence,Cloud,Microsoft Azure"
7213,",Application Development,Robotics,Pega,Technical Training,Computer Science,Unit Testing"
7214,",Duck Creek Policy,Author,Duckcreek,Net,Rating,C"
7215,",Duck Creek Policy,Duckcreek,Author,. Net,Production,Rating"
7216,",SQL Server,Azure,Azure Data Factory,Azure Databricks,Spark,Cloud Migration"
7217,",Node.js,Express.js,StrongLoop,CoffeeScript,Git"
7218,",Control-M,Shell Scripting,Linux,Unix,WebLogic,Oracle DB"
7219,",Javascript,Mongodb,Node . Js,Typescript,User Experience,Mern Stack"
7220,",Blockchain,Ethereum,Solidity,Hyperledger,Corda"
7221,",Aws,Ios,Android,Postgresql,Git,React Native"
7222,",Alteryx,SQL,Power BI,Python,Data Validation,Database Integration"
7223,",React.js,Redux,Progressive Web App,WebSockets,jQuery,Javascript"
7224,",HTML,Hibernate,Lotus Notes,JPA"
7225,",HTML,Hibernate,Lotus Notes,JPA"
7226,",HTML,microsoft,CMS,DNS,Coding,HTTP"
7227,",SAP,HTML,microsoft,DNS,Coding,HTTP"
7228,",SQL,PHP,HTML,Python,microsoft,MVC"
7229,",Salesforce,Lightning Component Framework,Visual Force,Apex,SFDC Sales Cloud,Salesforce Service Cloud"
7230,",AngularJS,SQL,PL-SQL,Linux,CI/CD,Golang,Pro*C"
7231,",Networking protocols,Management,Testing"
7232,",SQLite,SWIFT,iOS,Flutter,Mobile App Designing,JSON"
7233,",HTML5,CSS3,jQuery,GraphQL,Git,SVN"
7234,",Flutter,Dart,RESTful,JSON,Android,UI Accessibility"
7235,",HTML5,CSS3,jQuery,Git,SVN,Azure"
7236,",Golang,Microservices Architecture,Distributed Architecture,REST API,Kubernetes"
7237,",OAuth,C++,OpenText,Directory Services,SDK,C"
7238,",ELK Stack,ElasticSearch,Logstash,Git,Ruby on Rails,MySQL"
7239,",Ruby on Rails,Azure,Cloud,REST API"
7240,",Flutter,Dart,RESTful,JSON,Android,UI Accessibility,Firebase,Couchbase,SQLite,Mobile Architecture"
7241,",HTML5,CSS3,jQuery,Git,SVN,Azure"
7242,",Golang,Microservices Architecture,Distributed Architecture,REST API,Kubernetes"
7243,",OAuth,C++,OpenText,Directory Services,SDK,C"
7244,",ELK Stack,ElasticSearch,Logstash,Git,Ruby on Rails,MySQL"
7245,",SOA,Java,J2EE,Hibernate,OAuth,AWS"
7246,",React.js,Javascript,Vue.js,Frontend Architecture,TypeScript,ES6"
7247,",Functional Programming,ES6,Wireframe,Javascript,XML,React.js"
7248,",C++,Coding,Linux kernel,Packaging,Test design,New product introduction"
7249,",Node.js,Javascript,Payment Gateway,Payment Gateway Integration,AWS,Database Integration"
7250,",AS400,Development Lead,RPG400,Senior Design Engineer,Db2,Offshore"
7251,
7252,
7253,
7254,",SQL,C#,Javascript,PowerShell,CI/CD Pipeline,SDLC"
7255,
7256,",React Native,Javascript,Typescript,Es6,XCode,Gradle"
7257,",Flutter,Ajax,Web Services,JSON"
7258,",Javascript,Web designing,CSS3,TDD,Web application development,CSS"
7259,",Javascript,Web designing,CSS3,TDD,Web application development,CSS"
7260,",Javascript,jQuery,Stored procedures,GIT,Cosmos,MS SQL,ASP.Net MVC,Automation testing,Database,Web application"
7261,",Android,Mobile Application Development,MySQL,HTML"
7262,
7263,
7264,",Dell boomi developer"
7265,",Webpack,Redux,Flux,UI,Frontend Architecture,React.js"
7266,
7267,",Laravel,WebAPI,PHP,OOPS,Javascript,jQuery"
7268,",Node.Js,nodejs,MVC,React.Js,Angular,node js developer"
7269,
7270,
7271,",Laravel,Codeigniter"
7272,
7273,
7274,
7275,",Blockchain,Solidity,Ethereum,Node.Js,Smart Contracts,Bitcoin"
7276,",Dart,Widgets,MVVM"
7277,",Corporate Sales,Sales,Online Sales,eCommerce,IT Sales,Inside Sales"
7278,",Javascript,Node.js,MongoDB,TypeScript,Express.js,StrongLoop"
7279,
7280,",Android,Mobile Application Development,Flutter,Dart"
7281,",Corporate Sales,Sales,IT Sales,IT Services Sales,Lead Generation,IT Product Sales"
7282,",Javascript,CSS,HTML,Rest Webservices,AngularJS,UI"
7283,",Corporate Sales,Sales,IT Sales,IT Services Sales,Lead Generation,IT Product Sales"
7284,",Oracle,MySQL,CRM,SAN,Data structures,MVC"
7285,
7286,
7287,
7288,
7289,
7290,",Javascript,HTML,Ajax,jQuery,CSS3,Front end,PSD,google maps,Web application development,html5"
7291,",Talent Management,Talent Development,Organization Development,Performance Management,Leadership Development,HR Jobs in Mfg"
7292,",VB,SQL Server,Database Programming,SQL"
7293,",VB,SQL Server,Database Programming,SQL"
7294,",React.js,HTML,CSS,Javascript,AngularJS,Vue.js"
7295,",SQL Server,.Net,.Net Core,Application Designing,Applications Support,Solution Design"
7296,",Artificial Intelligence,Machine Learning,Data Modeling,Python,NLP,Consulting - BFSI"
7297,
7298,
7299,
7300,
7301,
7302,
7303,
7304,
7305,
7306,",Node.js,Version Control System,Application Designing,Database Schema"
7307,",Node.js,Javascript,Backend Architecture,StrongLoop,Database Integration"
7308,",React.js,Redux,Next.js,TypeScript,CSS,Webpack"
7309,",AngularJS,TypeScript,Javascript,HTML5,CSS3"
7310,
7311,
7312,
7313,
7314,
7315,",AngularJS,TypeScript,Javascript,HTML5,CSS3"
7316,
7317,
7318,
7319,",Laravel,CodeIgniter,CakePHP,PHP,MySQL,REST API"
7320,
7321,",Angular 7,HTML5,CSS,TypeScript,Bootstrap,LESS/SASS"
7322,
7323,
7324,
7325,",PHP,CakePHP,Laravel,CodeIgniter,MySQL,Database Implementation"
7326,",Sales,B2B Sales,Corporate Sales,IT Sales,SaaS,Go To Market"
7327,",Embedded C,Autosar,Lin,C + +,Rtos,Automotive"
7328,
7329,",Embedded C,Autosar,Lin,Uds,C + +,Diagnostics"
7330,",React.js,Redux,OOPS,Javascript,IT Project Delivery"
7331,",MERN Stack,MEAN,Javascript,NoSQL,RESTful Webservices"
7332,",Shopify,PHP,SOAP API,REST API,JSON,OOPS"
7333,
7334,",ES6,UI,React.js,Javascript,OOPS"
7335,
7336,",React.js,TypeScript,HTML5,CSS3,Javascript,Webpack"
7337,
7338,",Laravel,CodeIgniter,CakePHP,Zend,Javascript,AngularJS"
7339,",SQL,MVC Design Patterns,REST API,Joomla,Wordpress,CakePHP"
7340,
7341,",Node.js,Express.js,Javascript,CI/CD Pipeline,NoSQL,DynamoDB"
7342,
7343,
7344,
7345,
7346,",CSS3,UI,MEAN,MERN Stack,AngularJS,React.js"
7347,",Shopify,PHP,API Integration,REST API,AJAX"
7348,
7349,",Java,OSS,J2EE,PL-SQL,Spring Boot,Cucumber Testing"
7350,",MySQL,RDBMS,Version Control System,Python,Bootstrap,jQuery,MVC,RESTful API,Flask,Django,Javascript"
7351,",NetSuite,Atlassian,RDBMS,Jira,Confluence,Boomi"
7352,",NetSuite,Atlassian,RDBMS,Jira,Confluence,Boomi"
7353,",PHP,MVC,Laravel,OOPS"
7354,
7355,
7356,
7357,",CMS,Wordpress,RESTful API,JSON,XML,PHP"
7358,",Embedded C + + Developer"
7359,",MERN Stack,MEAN,Javascript,NoSQL,RESTful Webservices"
7360,
7361,
7362,
7363,
7364,",Sales,B2B Sales,Corporate Sales,IT Sales,SaaS,Go To Market"
7365,",Javascript,Css,Sap Fiori,Html5,Angularjs,Odata"
7366,",Embedded C,Autosar,Lin,Uds,C + +,Diagnostics"
7367,
7368,
7369,",MERN Stack,Javascript,RESTful API,ES6,AngularJS,React.js"
7370,",SQL,MVC Design Patterns,REST API,Joomla,Wordpress,CakePHP,Javascript,MySQL,CodeIgniter,CMS,PHP"
7371,",Github,CMS,AJAX,PHP,Wordpress,Shopify"
7372,",C++,Linux OS,System Administration,Algorithm,Data Structure,Multithreading"
7373,",Shopify,Magento,WooCommerce,BigCommerce Platform,HTML5,CSS3"
7374,",Shopify,Magento,WooCommerce,BigCommerce Platform,HTML5,CSS3"
7375,",Build Tools,Javascript,Mobile App Designing,Flux,Redux,Native Apps"
7376,
7377,
7378,
7379,
7380,
7381,
7382,",MERN Stack,Node.js,Javascript,Data Structure,UI,Redux"
7383,
7384,
7385,
7386,",JavaScript,MongoDB,Node.Js,jQuery,Express.Js"
7387,",MySQL,MVC,Front end,Analytical,test driven development,Object oriented programming"
7388,
7389,
7390,",CSS3,UI,MEAN,MERN Stack,AngularJS,React.js,Node.js,MySQL,MongoDB,HTML5"
7391,",Ajax,jQuery,Customer support,Entity framework,ADO.Net,VB.NET"
7392,",Ajax,jQuery,Customer support,Entity framework,ADO.Net,VB.NET"
7393,",Boomi,MS Dynamics,NetSuite,ServiceNow,JSON,XML"
7394,",AngularJS,Algorithm,Data Structure,OOAD,SDLC,CSS"
7395,
7396,",Instructional Design,Learning and Development,Training and Development,HR Jobs in Media"
7397,",C++,Linux OS,System Administration,Algorithm,Data Structure,Multithreading"
7398,",Javascript,NoSQL,AngularJS,Unit Testing,UAT,AWS"
7399,",Build Tools,Javascript,Mobile App Designing,Flux,Redux,Native Apps"
7400,",React native,React.Js,JavaScript,Mobile Apps"
7401,",Django,Javascript,MySQL,Startup,jQuery,RDBMS"
7402,",Training and Development,Learning and Development"
7403,",React.js,HTML,Bootstrap,Git,Azure,Nuget"
7404,
7405,",React.js,HTML,Bootstrap,Git,Azure,Nuget"
7406,",Oracle Apex,PLSQL,Oracle E-Business Suite"
7407,
7408,",Oracle Apex,PLSQL,Oracle E-Business Suite"
7409,
7410,
7411,",SQL,Javascript,XML,JDBC,JMS,RDBMS"
7412,
7413,
7414,
7415,
7416,
7417,
7418,",Apple,Android,Firebase,Flutter,Software Development,GIT"
7419,",Scala,Akka,NoSQL,Kubernetes,Application Designing,Application Architecture"
7420,",Node.Js,HTML,CSS,MySQL"
7421,",React.Js,MongoDB,MySQL"
7422,",React Native,Angular,React.Js,PHP,Node.Js"
7423,",RPA,Blue Prism,SQL,Mainframe,test automation"
7424,",ILE RPG,Embedded Sql,DDL,Tables,SQL"
7425,
7426,",ILE RPG,Embedded Sql,DDL,Tables,SQL"
7427,
7428,",Node.js,TypeScript,Express.js,API,AWS,SOA"
7429,",Mobile Banking,Android,IOS,Web Technologies"
7430,",Mobile Banking,Android,IOS,Web Technologies"
7431,",Java,Core Java,OpenText BPM"
7432,",DevOps,Jenkins,Google Cloud Platform,SQL,NoSQL,CI/CD"
7433,
7434,",MERN Stack,Javascript,RESTful Webservices,Node.js,Full Stack,MongoDB"
7435,",PHP,Laravel,YII,MySQL,Javascript,CMS"
7436,",Javascript,Zend Framework,JQuery,PHP,HTML,MySQL"
7437,",Javascript,Zend Framework,JQuery,PHP,HTML,MySQL"
7438,",Javascript,CSS,Grunt,HTML,Ajax,Front End"
7439,",CSS,Html5,Node.Js,React Native,Software Engineering,Computer Science"
7440,",HTML,Javascript Frameworks,Android,Front End,PHP,Vue,Digital Marketing,Typescript,Angular,Flutter"
7441,",Python,Javascript,HTML,Flask,CSS,Digital Marketing"
7442,",Javascript,UI,React.js,RESTful API,API Integration,HTML"
7443,
7444,
7445,",Kibana,Logstash,Python,Dockers,Elk"
7446,",Flutter,iOS,Android,API Integration,MVVM,MVC"
7447,",Flutter,iOS,Android,API Integration,MVVM,MVC"
7448,",Javascript,React.js,Redux,TypeScript,AJAX,jQuery"
7449,",Hive,Hadoop,Pyspark,Flume,Oozie,Spark"
7450,",React Native,Software Configuration Management,REST API,Firebase,Xcode,Android Studio"
7451,",React.js,Javascript,Webpack,Redux,Flux,Progressive Web App"
7452,",HTML and CSS,Javascript,Angular,Angularjs,Typescript,API"
7453,
7454,
7455,
7456,",HTML and CSS,Javascript,Angular,Angularjs,Typescript,API"
7457,",Javascript,React.Js,Front End"
7458,",AngularJS,HTML5,CSS3,Javascript,ECMAScript,Single Page Application"
7459,",Troubleshooting,Coding,Computer science,Debugging,Product quality,Open source"
7460,",C++,CRM,Python,WPF,SAN,Agile"
7461,",Javascript,CRM,SAN,SOC,SMS,IT services"
7462,",C++,CRM,SAN,Data structures,SOC,SMS"
7463,",Flutter,Cocoa Touch,Rest,JSON"
7464,
7465,",React.Js,Python,Javascript,HTML,Django,MySQL"
7466,
7467,",C++,GUI,Windows,Mac Os"
7468,",Kofax,JSON,Rest Webservices,Scripting,SQL,C#"
7469,",Vue.js,HTML,CSS,UI,AngularJS,React.js"
7470,",Chipset,IP Telephony,Debugging,VoLTE,C,C++,Java,WLAN"
7471,",AngularJS,Javascript,ES6,TypeScript,Progressive Web App,Source Code Management"
7472,",Tibco BW,Linux,Webservices,SDLC,MFT,Unix"
7473,",Design Patterns,OOPS,3D,Visual Studio,MVVM,C#"
7474,",Design Patterns,OOPS,3D,Visual Studio,MVVM,C#"
7475,",Spring,Microservices Architecture,Vue.js,WebLogic,C#,SQL"
7476,",Unix,Shell Scripting,Data Modeling,Data Warehousing,SQL,Power Center"
7477,",Revit API,BIM,.Net,C#,MVVM,Visual Studio"
7478,",Golang,Full Stack,Microservices Architecture,Distributed Architecture,Cloud,NoSQL"
7479,",HTML5,CSS3,Javascript,Wordpress,UI"
7480,",Informatica,SQL,ETL Tools,DB2,AWS"
7481,",Tibco BW,Linux,Webservices,SDLC,MFT,Unix"
7482,",Design Patterns,OOPS,3D,Visual Studio,MVVM,C#"
7483,",React.js,React Native,Javascript,jQuery,ES6,Node.js"
7484,",C#,.Net,MS Dynamics,MS Dynamics 365,SQL Server,SSIS"
7485,",Spring,Microservices Architecture,Vue.js,WebLogic,C#,SQL"
7486,",Unix,Shell Scripting,Data Modeling,Data Warehousing,SQL,Power Center"
7487,",React Native,SWIFT,Objective C,Java,Mobile App Designing,MongoDB"
7488,
7489,",SIEM,Azure,Logic App,DevOps,Python,Cloud Security"
7490,",Jenkins,Maven,OpenShift,Spring,Webservices,Java,Golang"
7491,",AWS,SaaS,Microservices Architecture,Python,Spark,Scala"
7492,",UiPath,Automation Anywhere,Blue Prism,.Net,C#,RPA"
7493,",SAS/Base,Application Designing,Macros,SAS Implementation,SAS Integration,SAS"
7494,
7495,",Photoshop,Illustrator,jQuery,bootstrap,html5,CSS"
7496,
7497,",Flux,Redux,Project Management,Webpack,React.js,UI"
7498,",React.js,React Native,Javascript,jQuery,ES6,Node.js"
7499,",Node.js,Database Schema,Javascript"
7500,",React.js,React Native,UI,Vue.js,Javascript,CSS,HTML,Webpack,Redux,Flux"
7501,
7502,
7503,
7504,",React.js,Redux,Redux-Saga,Webservices,HTML5,Microservices Architecture"
7505,",React.js,Redux,Chart.js,Bootstrap,jQuery,Node.js"
7506,
7507,",Spark,Snowflake DB,Java,Big Data,Hadoop,Kafka"
7508,",BLE,WLAN,Bluetooth Protocols,Bluetooth,Android OS"
7509,",Android NDK,Mobile App Designing,SDK,Kotlin,Java,Android"
7510,",SSRS,Informatica,Data Warehousing,System Integration,Reporting Tools,Crystal Reports,SSIS,ETL"
7511,",Java,Spring Boot,J2EE,Java 8,Java 8+,Microservices Architecture"
7512,",Java,Spring Boot,J2EE,Java 8,Java 8+,Microservices Architecture"
7513,",AWS,DevOps,Data Warehousing,ETL,Redshift,Java"
7514,",Embedded System,Embedded C,C++,Scripting,Unix OS,Linux OS"
7515,",Golang,AngularJS,Full Stack,AWS,PostgreSQL,MySQL"
7516,",Training and Development,HR Head,Learning and Development,HR Jobs in IT/ITeS"
7517,",SOA,XML,JMS,SQL,EJB,JDBC"
7518,",AWS,Amazon EC2,AWS Lambda,DevOps,Java,Python"
7519,",Informatica,SSRS,Data Warehousing,DBA,Business Objects,SQL Server"
7520,",WLAN,Socket Programming,Firmware,PCI-e,Linux OS,Device Driver,WiFi,Security Protocols,Routing Protocols,Network Protocols"
7521,",React.js,CSS,HTML,SDLC,Data Structure,JSON"
