course_id,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,Berriessdfssdfsdsgdfg
369726,,,,,5.0,,1.0,2.0,,5.0,,,
427040,5.0,1.0,,,,,3.0,5.0,,2.0,,,
1132162,,,1.0,,,,,,,,4.0,,
1206414,2.0,,,,,,,,,5.0,,,
997128,,3.0,,3.0,,,,,2.0,5.0,,,
826168,2.0,,,,,2.0,,,,,,,
1039930,2.0,,5.0,,,,4.0,,1.0,,,5.0,
1232390,,,4.0,,,,3.0,,,,,,
1084454,,3.0,,,4.0,4.0,,,5.0,,4.0,3.0,
1232312,1.0,,,,2.0,4.0,,5.0,,,,,
1251654,,,,2.0,,1.0,,3.0,2.0,,,1.0,
712994,,,5.0,,,,,,,,,,
1024862,3.0,,,,,,3.0,5.0,3.0,5.0,,,
123242,,,,,,,,,,2.0,,,
788720,3.0,3.0,,,4.0,,,,2.0,,4.0,,
196164,,2.0,,,,,,,,,,,
1268616,,,,,,,,,4.0,,4.0,,
1100746,,,,3.0,,,1.0,4.0,,5.0,,1.0,
1005312,,4.0,,,,,,,4.0,,,,
624016,,,,5.0,,,,2.0,,5.0,,,
323916,,,4.0,,2.0,,,,,,3.0,1.0,
743568,,,,,5.0,,4.0,5.0,,3.0,,,
479688,,3.0,,,2.0,,,,,,,,
1189592,,4.0,2.0,,4.0,4.0,1.0,,,3.0,,,
578534,,1.0,3.0,2.0,,,,3.0,,4.0,,,
791574,4.0,,,,,,,,2.0,1.0,,,
379196,,,,,4.0,,,,4.0,4.0,,,
331968,,,1.0,,,2.0,,,,,,5.0,
576636,,5.0,5.0,,,,,1.0,,2.0,,,
724596,,,3.0,,2.0,,,,,,4.0,,
822808,,,,,2.0,,,,,4.0,5.0,,
932274,,,,,,4.0,,,,3.0,,,
32908,3.0,,,,,,,,1.0,,,,
883394,,3.0,4.0,2.0,,1.0,2.0,,,,,2.0,
20185,,,,2.0,,,,,,5.0,,,
188418,,4.0,,5.0,,2.0,,,,,4.0,,
975982,4.0,,,,,,,,,,,3.0,
674352,,1.0,,,,,,2.0,,,,,
936884,1.0,2.0,,4.0,,,1.0,,4.0,,,5.0,
707644,,3.0,,,,,2.0,2.0,,,,2.0,
700140,,,,,,,,,,,1.0,,
546656,,1.0,,,5.0,4.0,,2.0,,,,5.0,
1041926,,,,1.0,,,,,,,,3.0,
1253868,,,,,1.0,2.0,,,,,,,
645634,,5.0,,,,,,,,3.0,,,
528104,,,,,2.0,,,1.0,,,,,
1053462,,,,,,,,,1.0,2.0,3.0,2.0,
148028,1.0,3.0,,,,,,,,,,,
179824,,,,,,5.0,,3.0,,,,,
777276,,,,3.0,,2.0,,,5.0,,,,
174790,1.0,,2.0,5.0,,,,5.0,,,,,
247940,,1.0,,1.0,5.0,,5.0,,,4.0,,,
42146,,,,,4.0,,,,,,,,
408894,,,2.0,1.0,,4.0,,,,,4.0,,
176136,,,3.0,,,,,5.0,,1.0,2.0,,
929146,,,5.0,,,,,,3.0,,1.0,4.0,
260066,2.0,4.0,3.0,,,5.0,,,,4.0,,,
682514,,,,,3.0,,,,,1.0,3.0,,
66383,,,,,5.0,,4.0,,,,1.0,,
390198,,3.0,,2.0,3.0,3.0,,1.0,3.0,,2.0,,
679238,,,,,,,2.0,,,,,,
476622,,,2.0,,,,1.0,1.0,,,,,
764010,,4.0,3.0,4.0,,,,,,4.0,,,
178776,1.0,,,,,1.0,,1.0,,,2.0,,
562668,5.0,1.0,,,,,,,,5.0,,,
521952,,,1.0,,,,3.0,,,,,2.0,
692268,,,,,,4.0,,,,,,,
258174,,,,2.0,,,,,,2.0,,,
54677,,,5.0,,,,,,,,,1.0,
619716,3.0,4.0,,,,,,2.0,,1.0,,4.0,
986272,,,4.0,,,,,,,,4.0,,
466558,,,,,4.0,1.0,,,,,,,
65113,,,2.0,,,,,,,4.0,,,
685190,,,,,,,,,,,2.0,3.0,
179978,,,,,5.0,,,,,,,1.0,
248338,,,,,,,,,,,,,
455120,3.0,4.0,,,,,,,2.0,,,,
273448,,,,,,2.0,,5.0,,,2.0,,
803028,,,,,3.0,,5.0,1.0,,,,,
985104,2.0,,,,,,1.0,,,,,,
396888,3.0,,,4.0,2.0,2.0,,,1.0,5.0,,,
1001010,4.0,,,,,2.0,,,,,,,
950748,1.0,,,,3.0,,,,,5.0,2.0,5.0,
1250694,,5.0,,,,,,,1.0,,,,
932454,,,,4.0,,,,,,,,,
400464,,,,1.0,4.0,,3.0,,,,4.0,2.0,
1021104,3.0,,,3.0,3.0,4.0,5.0,,4.0,,,,
1193056,,,,,,,,3.0,,,,1.0,
986024,,,,,,,,,,,2.0,3.0,
352782,,,,,,,3.0,,,,,1.0,
749468,,1.0,,,,,,,,,4.0,,
915206,4.0,,,,,,,,,,,,
615206,,,,,,,2.0,,,3.0,,,
368916,,,4.0,,3.0,,,,3.0,,,5.0,
787508,5.0,,1.0,,,,,4.0,4.0,,5.0,,
249934,5.0,,,,2.0,,,1.0,,1.0,2.0,,
323828,,5.0,3.0,,,,,,,5.0,3.0,3.0,
1223000,,,,,3.0,1.0,2.0,1.0,3.0,,,,
772950,,,,,,,,,,2.0,,,
900472,,1.0,,,2.0,,,,,,,1.0,
796486,,4.0,5.0,2.0,,,,,,1.0,,,
871358,,3.0,,,,,,,,3.0,,2.0,
931588,2.0,1.0,,,,2.0,,,,3.0,,,
880202,,,2.0,1.0,,1.0,,,,,3.0,,
1197206,1.0,,3.0,,,,,,1.0,,,4.0,
1117796,,,,,4.0,,,,,,,,
1219520,,,,,,,,3.0,,,,,
595876,,,5.0,,,,,,3.0,,,,
1216132,,5.0,5.0,,,,,3.0,,4.0,,,
1145736,,,,,,,,,,,,,
28556,3.0,,,2.0,,3.0,1.0,,4.0,,1.0,,
317278,3.0,,,,2.0,,,2.0,,,,,
573064,,,3.0,,,,3.0,,,,,,
1120554,,,,,,5.0,,,,3.0,,,
1151326,,,,,,,2.0,,,,,,
590794,,,,,3.0,,,,,,,1.0,
1181578,,,3.0,3.0,,,3.0,,,,,5.0,
1261122,,,,,,4.0,,2.0,,,,5.0,
749542,,,,,,3.0,,,2.0,,,,
874012,,,,,,4.0,,,,3.0,,,
1046722,,4.0,,,,,2.0,,,5.0,,2.0,
820194,,,,,,,,,,1.0,,,
62721,,,,5.0,,,,,,,,4.0,
371074,,,1.0,,,,,,,2.0,,2.0,
20461,,,3.0,,,,,,,,,,
416548,,1.0,2.0,,,,,,2.0,,,,
1047436,,,,,,4.0,,,,,,,
396204,1.0,,,,5.0,,3.0,,,4.0,,,
897238,,,,2.0,,,,,,,,,
1067516,5.0,,,,,5.0,5.0,,,1.0,4.0,,
1008100,,,2.0,,,,,,,1.0,,,
832870,,,,,,,3.0,,,2.0,,,
642656,,,,,3.0,1.0,,,,5.0,,5.0,
428220,,5.0,,5.0,1.0,,,3.0,2.0,,,,
1184664,4.0,1.0,,2.0,,,,4.0,,,,4.0,
65596,5.0,,,1.0,,,5.0,,,,,,
1018358,,,,,,,,2.0,2.0,4.0,,,
16714,,,4.0,2.0,,,,,,2.0,,,
657764,,,4.0,,,,,,2.0,,,,
231970,,,4.0,,,,,,,4.0,5.0,,
981684,,,5.0,,3.0,4.0,2.0,,,3.0,,3.0,
669174,,1.0,2.0,4.0,,3.0,4.0,,2.0,,,,
185526,,,,5.0,2.0,,,,2.0,,,,
1185898,2.0,,2.0,,,,,,5.0,,1.0,,
1177156,,4.0,,,,2.0,,4.0,4.0,,,,
177614,,,4.0,,3.0,,4.0,,,,,,
1128984,2.0,,,1.0,,,,,,,,,
185528,1.0,,3.0,2.0,2.0,,,,,1.0,,,
872262,5.0,,,5.0,,4.0,,,,,,,
1137738,3.0,,,,,5.0,,,,,,,
1185535,,,,,,,,1.0,,,3.0,2.0,
896742,,,,,,,,,,,,,
609642,,3.0,,5.0,,,,,,,,,
723818,,1.0,,,,,2.0,,4.0,,,,
1085646,,,,,,,4.0,,5.0,3.0,,,
1062048,4.0,,1.0,5.0,,,,,4.0,,,4.0,
1160004,4.0,,,4.0,,,4.0,,,3.0,,,
1087244,,,1.0,,,,,1.0,,,,,
1169062,,,,,3.0,2.0,,4.0,,,,2.0,
520468,,,,3.0,1.0,5.0,,,,,,1.0,
693812,,,,,,,,,,,4.0,,
1196852,,2.0,,,1.0,,,,3.0,,,3.0,
1149656,5.0,,,,,,,,,,,,
385462,5.0,2.0,,,3.0,,,,,2.0,,,
1094930,3.0,,,,,,,,,,,,
561188,1.0,,,5.0,,2.0,,,2.0,,,2.0,
600486,,,,,,4.0,,,,,5.0,3.0,
501140,,,,,1.0,,3.0,,,,,,
405488,4.0,,,5.0,3.0,5.0,,1.0,,,3.0,,
1219326,3.0,,,2.0,2.0,,,,,,5.0,,
1029554,,,3.0,,,,4.0,2.0,,,1.0,,
1009068,,,,5.0,5.0,,,2.0,2.0,,,2.0,
1276020,,,,,,,,,,,1.0,,
1202746,4.0,5.0,3.0,2.0,,4.0,,3.0,,,,4.0,
1226518,4.0,,1.0,,5.0,,,1.0,,4.0,3.0,,
870368,,,,,1.0,2.0,,,4.0,1.0,,,
1223336,,1.0,2.0,,5.0,,1.0,,,,,2.0,
1257870,,,,,,2.0,,4.0,,,3.0,,
519968,,,,,,,,,,2.0,,,
656914,,,1.0,3.0,1.0,2.0,,,,4.0,,,
787204,,,,,,,,2.0,,2.0,,,
380668,,,,,,,,,5.0,,,,
412864,5.0,,,,,,,5.0,,,,,
463354,,2.0,2.0,,,3.0,,,,,,1.0,
636548,,,4.0,,1.0,,,,1.0,,,,
513782,,4.0,,,,1.0,3.0,,1.0,,,,
19164,2.0,,,5.0,,2.0,,3.0,3.0,2.0,,,
637402,1.0,,,,,,,,,,1.0,5.0,
901082,,,,,,3.0,,,,,,,
608090,,,,,,,,3.0,,,,,
1165016,,5.0,,,,,4.0,,1.0,,,,
755680,,3.0,,,,,,,1.0,,3.0,,
930416,,1.0,,,,,5.0,,,,,2.0,
784478,,,,,5.0,,3.0,,,,,1.0,
17349,,,,,,2.0,,,2.0,,,,
93484,5.0,,,,,,,,,2.0,2.0,,
927186,1.0,3.0,,,,,,,3.0,,4.0,,
628440,,,,,,,,,,,2.0,,
1047508,4.0,,5.0,,3.0,,,,,,,2.0,
406504,,,3.0,3.0,,,,,4.0,,,,
644914,1.0,,2.0,,,4.0,,,,3.0,,2.0,
908324,,,,2.0,,1.0,,,,,3.0,,
15611,4.0,2.0,,3.0,,,2.0,5.0,,,,2.0,
775252,5.0,4.0,,,,,,,,,5.0,1.0,
850426,,,3.0,,4.0,,2.0,4.0,,,,4.0,
530426,,,,,,,,,5.0,,,1.0,
627782,,5.0,,,,3.0,5.0,,,,,4.0,
1211198,4.0,,,3.0,,,,2.0,,,,,
294294,4.0,,,,1.0,,,,,,4.0,1.0,
692920,1.0,2.0,3.0,,,,,,,,,,
349144,,,3.0,,,,,3.0,,,,,
711688,,,,,,,,,,,5.0,,
625920,4.0,,,,,,,4.0,1.0,,,,
286508,4.0,,,,,,,2.0,1.0,,,2.0,
768940,,,,1.0,,,1.0,,,1.0,1.0,2.0,
640428,,,,,,,,,,,1.0,2.0,
1168910,,,2.0,,3.0,2.0,5.0,,,,,,
640426,,5.0,,,,,1.0,,3.0,,,,
300466,,4.0,,,1.0,4.0,,,,,1.0,1.0,
682060,,,,,,,1.0,,2.0,2.0,,,
809216,,4.0,,,3.0,2.0,,2.0,,,,,
532140,,3.0,,,1.0,,,,,,1.0,,
546832,,,,,,,,,,,,1.0,
1260674,,,,,1.0,,,,,,,1.0,
288110,,,,,,,,,,,,1.0,
388104,4.0,,2.0,,,,,,,,3.0,,
742392,,,,,,5.0,,,5.0,,,,
1265678,1.0,,,,,,3.0,,,3.0,,,
814200,,,,,,2.0,4.0,3.0,,,,3.0,
468182,,2.0,,,,,,,,,,,
789670,,2.0,,,,,,,,,,2.0,
1009622,,,2.0,,,4.0,5.0,,3.0,,,1.0,
1164570,,,,4.0,,,,,,,3.0,,
686430,,4.0,,,,4.0,,1.0,,,4.0,,
1007622,,,2.0,4.0,,,3.0,,,,,,
1031648,,,,,,,,4.0,,,1.0,,
1069348,,,,,,3.0,,1.0,,,,5.0,
181294,,5.0,5.0,,,,,,1.0,,,,
780150,,1.0,,,,2.0,,,4.0,,,,
922464,,,,,5.0,,3.0,,,4.0,,,
855188,,,5.0,,,2.0,,,2.0,,4.0,,
855764,,,,3.0,2.0,,,,4.0,,,,
699376,,,,5.0,,,,3.0,,,5.0,,
192726,,,,4.0,4.0,5.0,5.0,,,,,,
358998,,1.0,,,2.0,4.0,1.0,1.0,5.0,,2.0,,
525446,,,,,,5.0,,,,3.0,,,
638040,,2.0,,1.0,,,,,,,,1.0,
502588,,2.0,,,5.0,,,,,,,5.0,
1177670,,,,,,4.0,,,,2.0,,,
753774,,,2.0,,,,,,,,,4.0,
530436,,4.0,,,,3.0,,,5.0,,,2.0,
690918,,,,,3.0,5.0,,,,,,2.0,
927336,1.0,,,,,,,2.0,,,,,
1022032,,,5.0,,,,,,,,,,
1101806,,,4.0,,,2.0,,,,,,,
1246168,3.0,,,,,1.0,,,,3.0,4.0,,
1242692,4.0,,,3.0,,,,,,1.0,,,
1185390,,,,,1.0,,2.0,5.0,4.0,,,,
700942,,5.0,,,,,,,,,,,
804096,5.0,,,,,,4.0,,,,2.0,2.0,
733654,,,,,,,4.0,,,2.0,,,
994312,,,,,,3.0,,3.0,,3.0,,,
902300,,,,,,4.0,,5.0,4.0,,4.0,,
522426,,,,,,,,,4.0,,,,
550360,,,,,,,,,,,,,
314698,5.0,,,,4.0,4.0,,,1.0,4.0,,,
960898,2.0,3.0,,,,3.0,,,,,4.0,,
1245392,,,,3.0,,1.0,,,,,2.0,,
661628,,,,,,3.0,,,,1.0,4.0,,
1199928,,,,4.0,,,,,5.0,,,,
923902,,1.0,2.0,,4.0,,,,,,3.0,,
720300,,,,,,,4.0,2.0,5.0,,3.0,,
79120,,3.0,,2.0,,2.0,,,,,,,
1106490,,1.0,,2.0,,3.0,,,,,,4.0,
424770,5.0,,,3.0,,,,,,,1.0,,
22445,,,,4.0,5.0,,5.0,2.0,,,,,
581352,,,,,,3.0,,,,,,,
874656,1.0,3.0,,,1.0,,,2.0,2.0,,1.0,,
1156778,,,1.0,,,,,,,2.0,,,
870936,3.0,,,5.0,,,1.0,,,,,,
413713,,,,,4.0,5.0,,,,,5.0,,
52457,,,,,,,4.0,,3.0,,,3.0,
446936,,3.0,,,,,,,,1.0,,,
77896,,5.0,2.0,,,,,,,,,4.0,
654038,,,,,,,4.0,,,,5.0,,
438420,,2.0,,3.0,,,,2.0,2.0,,,,
1246636,,,,,,,,,,,,1.0,
406424,4.0,,,4.0,,1.0,,,,,,3.0,
1243016,1.0,,,,4.0,,5.0,,,,,2.0,
1266468,,5.0,,4.0,4.0,,,,3.0,,4.0,2.0,
611804,1.0,,,,,,,,2.0,,,5.0,
276680,,,,3.0,,,,,2.0,,,,
922092,,5.0,,,,,,,,,,,
1274846,,,,,1.0,,,,,,1.0,2.0,
1093446,,,,,1.0,,1.0,,,2.0,,,
1000116,1.0,2.0,,5.0,,,,,,,2.0,5.0,
673142,,,,1.0,,,,,,3.0,,1.0,
701468,,,,4.0,2.0,,,5.0,,3.0,2.0,,
399938,4.0,,,,,,,3.0,,1.0,,5.0,
555952,,4.0,1.0,1.0,,,,2.0,,,,2.0,
341952,1.0,,,,,,,,,4.0,,,
474076,,,,,,,,2.0,,,,,
839536,,2.0,,,,,,,,2.0,,,
787340,3.0,,,,4.0,,,4.0,,5.0,,,
559204,,5.0,,,1.0,,,,4.0,,,1.0,
1197810,,,,,,,,3.0,,,,2.0,
971260,,,,5.0,,,,,5.0,,,,
960326,,,,,,,,,,,,,
144222,5.0,,4.0,5.0,,,,,,,,4.0,
447210,,,,,,,,,,,,1.0,
482208,,,1.0,4.0,,5.0,3.0,,,,,,
998580,1.0,,,,,,,,,,,,
475214,,4.0,,5.0,,1.0,,,,5.0,5.0,,
77532,,3.0,,,,2.0,,,,,,3.0,
846214,5.0,,,,,,,,,,1.0,,
951912,,,2.0,,,,,,,,3.0,,
1132572,,,,3.0,,,,,,4.0,5.0,5.0,
660876,1.0,,,2.0,5.0,,5.0,,1.0,,,2.0,
837798,,,,3.0,,,,2.0,,,,,
834226,,,,,,,,,,,,4.0,
750934,,,,,2.0,1.0,,,,,,3.0,
770622,4.0,,3.0,,,4.0,,,,1.0,,,
1029436,,5.0,,,,2.0,3.0,,,,1.0,,
1165588,,,,,4.0,,,,,2.0,2.0,4.0,
1226182,1.0,,,5.0,,,,4.0,,3.0,,,
978462,3.0,,5.0,,,,,4.0,,4.0,,,
585566,,,5.0,,,,4.0,2.0,4.0,3.0,1.0,,
805882,5.0,,,,,1.0,,,1.0,5.0,,,
413180,,1.0,,3.0,,3.0,,2.0,1.0,,,2.0,
1027480,,3.0,,,,,3.0,,,,,,
951304,3.0,2.0,,,,,2.0,,3.0,5.0,,,
1219814,2.0,,,,,5.0,,,,,,,
518870,1.0,,,,,5.0,,2.0,2.0,,1.0,,
935108,,1.0,,3.0,,,,,4.0,,,,
53549,,,3.0,3.0,,,,,1.0,2.0,1.0,5.0,
907408,,5.0,,,,3.0,,,,5.0,,,
410974,,,,,,3.0,,3.0,1.0,,,5.0,
1035402,2.0,4.0,1.0,,,,,,,1.0,2.0,,
991416,,,,,,,,5.0,5.0,,,,
472592,,,1.0,,1.0,2.0,,,,,,,
140368,5.0,,,,1.0,5.0,,2.0,,,3.0,,
366194,2.0,,,,,,4.0,,,,,,
939882,2.0,,,,,,2.0,2.0,,,,,
631148,2.0,,,,,5.0,,,,,,,
885479,2.0,,,,,2.0,4.0,,,,,5.0,
783438,,,,,,,5.0,1.0,,,3.0,,
49553,3.0,,,,,,,,1.0,,,,
506164,,,,,,,,,,,3.0,,
280194,,,1.0,,,,,,,5.0,5.0,,
711210,3.0,,,,,,,,,,2.0,,
905244,3.0,3.0,2.0,,,,,5.0,,,,,
637066,,,,,,,,,,,,,
785328,,,,5.0,,4.0,,,,,,3.0,
744696,,,4.0,,,2.0,,2.0,2.0,4.0,,3.0,
220604,,1.0,,1.0,,,5.0,,,,,,
699380,,,,2.0,,,,1.0,,,,,
787096,5.0,,,,1.0,,,,,1.0,,,
793000,5.0,,,,,,4.0,2.0,,,,,
803058,,,,,,,,,,,,,
494058,,5.0,,,,,,5.0,,,,,
1027080,,,,3.0,,4.0,,,,5.0,,,
367460,,5.0,1.0,,,,,,,,,,
1151342,,1.0,4.0,,,,,,,1.0,4.0,2.0,
395140,,,,,,,5.0,,3.0,,,5.0,
866796,5.0,,,,,,,5.0,,,,,
857144,,,,,,5.0,,5.0,,1.0,,5.0,
611370,,,,1.0,1.0,,,,,,,,
452092,,,,2.0,,,4.0,,,,,1.0,
286424,,,,,,,3.0,,,,,,
348116,,,,,,,4.0,,5.0,,,,
436568,,,,,,1.0,,,,1.0,2.0,,
956002,,3.0,,2.0,1.0,3.0,1.0,,2.0,,,,
185500,3.0,,1.0,3.0,,,,,,,,,
722176,,,,,,,1.0,5.0,,4.0,,,
197610,,,,3.0,3.0,,1.0,1.0,3.0,,,,
672112,3.0,,,1.0,,,,,5.0,,,,
672086,,5.0,5.0,,5.0,,,3.0,,,,,
185538,,4.0,,,,,,,1.0,,,,
188604,,,,,5.0,,,,1.0,1.0,,,
188584,,2.0,,,,,,,,,,,
181268,,4.0,4.0,,,,4.0,3.0,,,,,
185526,,,,,,,4.0,,2.0,,2.0,,
177472,,3.0,5.0,,,,,1.0,2.0,,5.0,,
766320,2.0,1.0,3.0,5.0,,,5.0,,,,,,
181264,,,,,,,,,,4.0,,,
513846,3.0,,,2.0,,,,,1.0,,,,
242176,,4.0,,4.0,2.0,,,,,3.0,,,
255604,,,,,,,,,,,,,
1049380,3.0,,,,2.0,,,,,4.0,,,
1216164,,,,,,3.0,,,,,,,
1024800,,,,5.0,,,,,,,,3.0,
1262470,,,,,,,4.0,,,,,,
1164832,,5.0,,,,,,,,,,,
794036,2.0,2.0,,,,,,,,,,,
1004512,,,,,,,3.0,,,,,4.0,
464184,,,,3.0,5.0,5.0,3.0,,,,,4.0,
1126016,,,,,,1.0,,4.0,,,,,
482924,,,,,,,4.0,,,1.0,,,
738198,,,,,3.0,,,,1.0,,5.0,,
768366,,,,,,2.0,,,2.0,3.0,5.0,,
632136,2.0,5.0,,3.0,,1.0,,,3.0,,,,
663702,,,2.0,,,,,,,2.0,,,
558432,,,5.0,4.0,,5.0,5.0,,,,,,
628786,,,,,,,,,,3.0,,,
133968,,,,,,,,,,,,1.0,
938680,3.0,,,,,,,,4.0,,,,
691641,,,,5.0,1.0,,5.0,,5.0,,,,
801186,,,,,5.0,3.0,,,,,,,
906760,,,5.0,,,,,,,,,,
705444,5.0,,2.0,,5.0,,,,,,,,
601092,,,1.0,,1.0,,,,5.0,,,,
1246518,,5.0,,,5.0,,,,,1.0,2.0,,
1181652,,,,1.0,2.0,,,,,,,,
913768,5.0,,4.0,,,,3.0,,,4.0,,,
648350,,2.0,5.0,,,2.0,,1.0,5.0,5.0,,,
1161864,,,,,,4.0,4.0,,,,1.0,5.0,
374404,,,,,,,,,4.0,2.0,1.0,,
967486,,,,,,,,,4.0,,,,
496302,5.0,,5.0,2.0,2.0,,,,,,,3.0,
1163644,,,,,4.0,,,,,,,,
909970,,,,,1.0,,,,4.0,1.0,,3.0,
297702,,,,,4.0,,,,3.0,2.0,,,
978272,4.0,,,,,,,,,1.0,,,
37821,,,1.0,1.0,5.0,,,,,,,,
514398,,,,,,,2.0,,,,3.0,,
544944,3.0,,,,,,,4.0,,,,,
326338,5.0,,,,,,,4.0,1.0,,,,
600366,5.0,,,,3.0,3.0,,,3.0,2.0,,,
1088924,,,1.0,,,2.0,,5.0,,,,4.0,
574194,,,,4.0,,,,2.0,,,,4.0,
865634,1.0,,4.0,3.0,,1.0,,,,,,,
400130,,,1.0,,,,,,,,,3.0,
563708,,2.0,,3.0,,2.0,4.0,,1.0,,,,
1228900,,3.0,3.0,,,3.0,,,,,3.0,,
178044,4.0,,5.0,2.0,,,2.0,,,1.0,,5.0,
933888,,5.0,,,,,,,,,,1.0,
516394,,5.0,,,4.0,1.0,,,,,,,
1195812,,,3.0,2.0,,,,2.0,5.0,,,,
590622,4.0,2.0,,,,,,,3.0,4.0,,,
249126,,2.0,2.0,,,,,,,,,,
1163768,,1.0,,,,,,,5.0,,,,
1131780,,2.0,,3.0,,,,3.0,,,,,
909486,,,2.0,4.0,2.0,,,,,,,,
368958,,3.0,,,,,,,2.0,1.0,,,
201812,,3.0,,5.0,,,,,,,,,
484896,,,,,,,,,,,,,
553832,,,,1.0,,,,3.0,,,,4.0,
452182,3.0,,,,,,1.0,5.0,,,,1.0,
490392,,,,,,,,4.0,,,,,
1093760,,,,1.0,,,1.0,4.0,,2.0,,,
1115504,,,2.0,,2.0,,,,,,,,
446022,,,4.0,,4.0,,,4.0,,3.0,1.0,2.0,
522784,,,,3.0,,2.0,,,,,,,
311846,,,,,1.0,,1.0,,,,,,
942768,4.0,,,,,,,,5.0,,,,
288850,,,,,,3.0,,4.0,,,,,
1068664,,,5.0,,2.0,2.0,,,,,,,
1136446,,,,,,,,,,,2.0,,
1125728,1.0,,,3.0,3.0,2.0,,,,,,,
1228708,1.0,,,,4.0,2.0,,1.0,,1.0,,,
1095488,3.0,,4.0,,,5.0,,,,,,,
381828,,,,,5.0,,,,,,4.0,2.0,
406054,,5.0,,,,,,,,,,1.0,
585174,,,,,,,,1.0,,,,,
1125814,5.0,,,,,,,,1.0,3.0,,,
1105636,,,3.0,,,5.0,,,5.0,,2.0,,
327310,,3.0,5.0,,,,4.0,,,,5.0,,
1080584,,,3.0,,,,1.0,,,,,,
513212,,,,,1.0,,,,,,,,
1047750,,5.0,,,,,2.0,,,,,,
831640,,2.0,,,5.0,,,,,,,,
570188,,,,,,,,3.0,,,,,
365926,1.0,,2.0,,,,3.0,,,,1.0,,
986832,2.0,,2.0,1.0,,,,2.0,1.0,,,,
1077836,,,,,,5.0,,,,,,,
872816,,,4.0,,,,1.0,,,,3.0,,
518188,,,,,,3.0,3.0,2.0,4.0,,,,
726314,,1.0,,,,,,4.0,4.0,,,2.0,
883828,,,,,3.0,3.0,,,,,,,
826202,,,,,,,2.0,,4.0,1.0,,,
1171720,2.0,,2.0,,,,,2.0,,5.0,,,
117004,,,,,,5.0,,,,,,4.0,
952106,,,,,4.0,,,,,,,,
854746,,,,,,,,4.0,,4.0,,,
834114,5.0,,,,3.0,,,,,,5.0,,
1012262,,5.0,,,,2.0,,5.0,,3.0,,2.0,
1091360,,,,5.0,,3.0,,,4.0,,,,
808542,,,,,,3.0,,,,1.0,4.0,5.0,
1142428,1.0,,,,,,,5.0,,,,,
1015308,,,3.0,,,,,,,,,1.0,
1114164,,,2.0,,,,4.0,,1.0,,,3.0,
635716,,,5.0,5.0,,,,,,2.0,2.0,,
374652,,,,,,,3.0,,,5.0,,4.0,
727510,,,,,,1.0,,5.0,,,,5.0,
579202,,2.0,,4.0,,2.0,4.0,,,,,,
699382,4.0,5.0,,,,,,,,3.0,,,
20150,,1.0,3.0,5.0,,,,,,,,3.0,
895302,1.0,,5.0,5.0,,,,2.0,,3.0,,4.0,
403764,,,5.0,,5.0,,,,,,,2.0,
145178,3.0,,1.0,,,3.0,,,,,,3.0,
1127944,,,,,,,4.0,2.0,,,,,
435626,2.0,4.0,2.0,,,,,,3.0,,,,
1114470,3.0,,,,5.0,,1.0,,1.0,2.0,3.0,,
1143148,,,,,3.0,,,,,,,,
640164,,,,5.0,,,,1.0,,,3.0,1.0,
1141560,4.0,,,,,,,,1.0,,,,
1139792,,,,,,4.0,3.0,,,,,,
1221032,,4.0,,,,,5.0,3.0,,,4.0,,
1075366,2.0,,3.0,,,2.0,,,,,,,
223884,2.0,5.0,5.0,,,,4.0,,,,,,
1164488,4.0,,,,,5.0,4.0,,,,3.0,,
1122306,,,1.0,5.0,,,,,,2.0,,,
177584,,,4.0,2.0,3.0,,1.0,,,,,,
586914,1.0,,,,,2.0,,,,,,5.0,
397204,,,,,2.0,,2.0,4.0,,,,,
58791,,,4.0,,,,,,,,5.0,,
1182330,,,,,,,,,,,,,
172906,,,,,,,2.0,,,,,,
766906,,,,,3.0,,,,,,,,
379814,,,,,,,,3.0,,,4.0,1.0,
445102,,,,,,,,,,5.0,,,
655198,,,,,3.0,,1.0,,,,1.0,,
575040,3.0,,,,,,5.0,,,,,4.0,
966268,,3.0,,,,,,,,,4.0,2.0,
536780,4.0,,,3.0,,,,,1.0,,2.0,,
431562,,2.0,,,,2.0,5.0,1.0,4.0,,,,
1047408,,5.0,,3.0,,,,,,,,,
987865,,,,,,,,1.0,,,,5.0,
371900,,5.0,,,,,,4.0,,,,,
995384,4.0,5.0,,,,,,,,,,,
1252410,,,,,3.0,,,,1.0,,,,
1216554,2.0,,,,,,,,,,,,
1275872,,,,,,,,5.0,3.0,,,,
1133764,,,,,3.0,,,,,2.0,,,
1200856,1.0,,,5.0,,,,,,,,4.0,
1226332,,2.0,,4.0,,2.0,,,,2.0,,,
950894,,,3.0,,,,,1.0,5.0,,,,
1245356,5.0,1.0,,,1.0,,,,,2.0,2.0,,
1092766,,,,,,,,,4.0,5.0,,,
364986,,5.0,,5.0,,,,,,,2.0,,
908664,,,4.0,1.0,,4.0,,1.0,,,4.0,,
1234108,,3.0,,,,5.0,,,4.0,,,2.0,
47004,3.0,,,,,,,2.0,,,5.0,,
327666,1.0,,1.0,5.0,,,,1.0,,,,4.0,
1068902,5.0,,,,,,,,5.0,,,,
1076222,,,,5.0,,5.0,,,,,,1.0,
278948,,,,,,,,,,,,,
