,course_id,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh,nishu314@gmail.com
1013,73962,,,,,,,,,5.0,3.0,,,
1014,1156530,,2.0,,2.0,4.0,,,1.0,,,2.0,1.0,
1015,1097288,,,,1.0,,,,1.0,3.0,,,2.0,
1016,614668,,,,,,1.0,,,,,4.0,,
1017,1082352,3.0,,,,4.0,,1.0,,,,,,
1018,625670,,,,1.0,,,,4.0,,,,,
1019,35409,,,5.0,,,,,,,,,,
1020,250902,,,,,,3.0,,,,,,1.0,
1021,1010988,,,2.0,5.0,,,3.0,,,,1.0,,
1022,855816,,,,,,,,,3.0,,,,
1023,813360,3.0,,,,3.0,,,,,,1.0,4.0,
1024,813516,1.0,,,,3.0,2.0,,5.0,,,,1.0,
1025,302484,,,3.0,5.0,,,1.0,,,,1.0,,
1026,861764,,3.0,,2.0,1.0,,2.0,,,,,5.0,
1027,765238,,,,,,,1.0,4.0,,,,5.0,
1028,542950,,,,,,1.0,,2.0,,,,,
1029,307080,,,,,5.0,,1.0,5.0,3.0,,3.0,,
1030,469848,,,,5.0,4.0,,3.0,1.0,5.0,,1.0,,
1031,581498,,,2.0,,,1.0,2.0,,,,,,
1032,849896,,,,,,,,,1.0,,3.0,,
1033,1174084,,,1.0,,2.0,5.0,,,,,,,
1034,801702,2.0,2.0,,1.0,,,,4.0,,,,,
1035,786984,,,,,2.0,,,,1.0,3.0,,,
1036,255592,,,4.0,1.0,,,,,5.0,1.0,,,
1037,514844,,,,,5.0,,,,,,,,
1038,998706,,,,,,,5.0,3.0,2.0,,,,
1039,644020,,,,4.0,,,,5.0,,,5.0,,
1040,1250742,4.0,,,,,,,,4.0,,,4.0,
1041,54246,,,,,,,2.0,3.0,,,,4.0,
1042,805630,1.0,,,1.0,,,5.0,1.0,,3.0,,,
1043,315716,,,,,2.0,5.0,,,,2.0,2.0,,
1044,1124276,,,,1.0,,,,,,,,,
1045,1227792,2.0,,,,,,4.0,,,,3.0,,
1046,769340,,,,,2.0,,,3.0,1.0,,,,
1047,737182,2.0,,,5.0,3.0,,1.0,,,1.0,3.0,4.0,
1048,960786,,,3.0,2.0,,,,,,,3.0,5.0,
1049,657050,,,,2.0,3.0,,2.0,1.0,,,,3.0,
1050,1196700,,,,,,,,,,,,1.0,
1051,1137310,,,4.0,,5.0,,,,,,,,
1052,632368,,1.0,,1.0,,,,,5.0,,,,
1053,571730,,,,1.0,,,,,,,,3.0,
1054,720994,,,,,,,,,1.0,4.0,,,
1055,1080466,,5.0,,,4.0,,,3.0,,5.0,,,
1056,907416,,,4.0,,,,2.0,,5.0,,,5.0,
1057,1062144,5.0,1.0,,,3.0,1.0,,,,,,,
1058,1097486,,5.0,,,,,,,,,,,
1059,396890,2.0,,,,,4.0,3.0,3.0,3.0,2.0,,,
1060,945194,2.0,,5.0,3.0,,,2.0,,,,,,
1061,598846,,,,,5.0,3.0,,,5.0,,,,
1062,950750,,,,,,,1.0,,,,,1.0,
1063,740764,1.0,5.0,,,,,,,,4.0,,,
1064,739972,,,2.0,,,,5.0,,4.0,,4.0,,
1065,464002,,3.0,,1.0,,,,3.0,,4.0,2.0,,
1066,343818,,,,,,5.0,,3.0,,,,,
1067,434100,,,,,,1.0,4.0,,,2.0,,,
1068,158140,,,,,,,,,,,5.0,,
1069,1141708,,,,,,4.0,,,,,5.0,,
1070,1240408,3.0,1.0,4.0,5.0,,,,3.0,,,2.0,,
1071,557208,,4.0,,,,,,,,,,,
1072,1178150,1.0,3.0,,,,,,,,,,,
1073,93850,3.0,,,,,,,,,,5.0,,
1074,429080,5.0,5.0,,,,,,,,2.0,,,
1075,914164,1.0,,,,,,2.0,,,,5.0,,
1076,876898,,,,,,5.0,,,1.0,2.0,1.0,,
1077,877968,,,,,,4.0,,,,,,,
1078,1230950,3.0,,2.0,,4.0,,,5.0,,,,,
1079,953432,,,,1.0,,,,,,,,3.0,
1080,872204,,5.0,1.0,,1.0,,,,,5.0,,,
1081,1027678,1.0,,,,,,,,,,1.0,,
1082,304420,3.0,3.0,3.0,,,,,,,,,,
1083,1078254,,,,,,,5.0,,,5.0,,,
1084,1193288,,,,1.0,1.0,,,,1.0,4.0,,2.0,
1085,1106148,,,,3.0,3.0,,,3.0,,,,,
1086,1029322,,,,,,,,,,,3.0,1.0,
1087,676650,,,2.0,,,,,,,1.0,,,
1088,129274,,,,,,,,,,,,,
1089,634932,2.0,,,,,2.0,2.0,1.0,,,,,
1090,116924,,,,,,,,,3.0,4.0,,,
1091,1174086,,,,,,,3.0,3.0,,,,,
1092,369726,,,,,5.0,,1.0,2.0,,5.0,,,
1093,427040,5.0,1.0,,,,,3.0,5.0,,2.0,,,
1094,1132162,,,1.0,,,,,,,,4.0,,
1095,1206414,2.0,,,,,,,,,5.0,,,
1096,997128,,3.0,,3.0,,,,,2.0,5.0,,,
1097,826168,2.0,,,,,2.0,,,,,,,
1098,1039930,2.0,,5.0,,,,4.0,,1.0,,,5.0,
1099,1232390,,,4.0,,,,3.0,,,,,,
1100,1084454,,3.0,,,4.0,4.0,,,5.0,,4.0,3.0,
1101,1232312,1.0,,,,2.0,4.0,,5.0,,,,,
1102,1251654,,,,2.0,,1.0,,3.0,2.0,,,1.0,
1103,712994,,,5.0,,,,,,,,,,
1104,1024862,3.0,,,,,,3.0,5.0,3.0,5.0,,,
1105,123242,,,,,,,,,,2.0,,,
1106,788720,3.0,3.0,,,4.0,,,,2.0,,4.0,,
1107,196164,,2.0,,,,,,,,,,,
1108,1268616,,,,,,,,,4.0,,4.0,,
1109,1100746,,,,3.0,,,1.0,4.0,,5.0,,1.0,
1110,1005312,,4.0,,,,,,,4.0,,,,
1111,624016,,,,5.0,,,,2.0,,5.0,,,
1112,323916,,,4.0,,2.0,,,,,,3.0,1.0,
1113,743568,,,,,5.0,,4.0,5.0,,3.0,,,
1114,479688,,3.0,,,2.0,,,,,,,,
1115,1189592,,4.0,2.0,,4.0,4.0,1.0,,,3.0,,,
1116,578534,,1.0,3.0,2.0,,,,3.0,,4.0,,,
1117,791574,4.0,,,,,,,,2.0,1.0,,,
1118,379196,,,,,4.0,,,,4.0,4.0,,,
1119,331968,,,1.0,,,2.0,,,,,,5.0,
1120,576636,,5.0,5.0,,,,,1.0,,2.0,,,
1121,724596,,,3.0,,2.0,,,,,,4.0,,
1122,822808,,,,,2.0,,,,,4.0,5.0,,
1123,932274,,,,,,4.0,,,,3.0,,,
1124,32908,3.0,,,,,,,,1.0,,,,
1125,883394,,3.0,4.0,2.0,,1.0,2.0,,,,,2.0,
1126,20185,,,,2.0,,,,,,5.0,,,
1127,188418,,4.0,,5.0,,2.0,,,,,4.0,,
1128,975982,4.0,,,,,,,,,,,3.0,
1129,674352,,1.0,,,,,,2.0,,,,,
1130,936884,1.0,2.0,,4.0,,,1.0,,4.0,,,5.0,
1131,707644,,3.0,,,,,2.0,2.0,,,,2.0,
1132,700140,,,,,,,,,,,1.0,,
1133,546656,,1.0,,,5.0,4.0,,2.0,,,,5.0,
1134,1041926,,,,1.0,,,,,,,,3.0,
1135,1253868,,,,,1.0,2.0,,,,,,,
1136,645634,,5.0,,,,,,,,3.0,,,
1137,528104,,,,,2.0,,,1.0,,,,,
1138,1053462,,,,,,,,,1.0,2.0,3.0,2.0,
1139,148028,1.0,3.0,,,,,,,,,,,
1140,179824,,,,,,5.0,,3.0,,,,,
1141,777276,,,,3.0,,2.0,,,5.0,,,,
1142,174790,1.0,,2.0,5.0,,,,5.0,,,,,
1143,247940,,1.0,,1.0,5.0,,5.0,,,4.0,,,
1144,42146,,,,,4.0,,,,,,,,
1145,408894,,,2.0,1.0,,4.0,,,,,4.0,,
1146,176136,,,3.0,,,,,5.0,,1.0,2.0,,
1147,929146,,,5.0,,,,,,3.0,,1.0,4.0,
1148,260066,2.0,4.0,3.0,,,5.0,,,,4.0,,,
1149,682514,,,,,3.0,,,,,1.0,3.0,,
1150,66383,,,,,5.0,,4.0,,,,1.0,,
1151,390198,,3.0,,2.0,3.0,3.0,,1.0,3.0,,2.0,,
1152,679238,,,,,,,2.0,,,,,,
1153,476622,,,2.0,,,,1.0,1.0,,,,,
1154,764010,,4.0,3.0,4.0,,,,,,4.0,,,
1155,178776,1.0,,,,,1.0,,1.0,,,2.0,,
1156,562668,5.0,1.0,,,,,,,,5.0,,,
1157,521952,,,1.0,,,,3.0,,,,,2.0,
1158,692268,,,,,,4.0,,,,,,,
1159,258174,,,,2.0,,,,,,2.0,,,
1160,54677,,,5.0,,,,,,,,,1.0,
1161,619716,3.0,4.0,,,,,,2.0,,1.0,,4.0,
1162,986272,,,4.0,,,,,,,,4.0,,
1163,466558,,,,,4.0,1.0,,,,,,,
1164,65113,,,2.0,,,,,,,4.0,,,
1165,685190,,,,,,,,,,,2.0,3.0,
1166,179978,,,,,5.0,,,,,,,1.0,
1167,248338,,,,,,,,,,,,,
1168,455120,3.0,4.0,,,,,,,2.0,,,,
1169,273448,,,,,,2.0,,5.0,,,2.0,,
1170,803028,,,,,3.0,,5.0,1.0,,,,,
1171,985104,2.0,,,,,,1.0,,,,,,
1172,396888,3.0,,,4.0,2.0,2.0,,,1.0,5.0,,,
1173,1001010,4.0,,,,,2.0,,,,,,,
1174,950748,1.0,,,,3.0,,,,,5.0,2.0,5.0,
1175,1250694,,5.0,,,,,,,1.0,,,,
1176,932454,,,,4.0,,,,,,,,,
1177,400464,,,,1.0,4.0,,3.0,,,,4.0,2.0,
1178,1021104,3.0,,,3.0,3.0,4.0,5.0,,4.0,,,,
1179,1193056,,,,,,,,3.0,,,,1.0,
1180,986024,,,,,,,,,,,2.0,3.0,
1181,352782,,,,,,,3.0,,,,,1.0,
1182,749468,,1.0,,,,,,,,,4.0,,
1183,915206,4.0,,,,,,,,,,,,
1184,615206,,,,,,,2.0,,,3.0,,,
1185,368916,,,4.0,,3.0,,,,3.0,,,5.0,
1186,787508,5.0,,1.0,,,,,4.0,4.0,,5.0,,
1187,249934,5.0,,,,2.0,,,1.0,,1.0,2.0,,
1188,323828,,5.0,3.0,,,,,,,5.0,3.0,3.0,
1189,1223000,,,,,3.0,1.0,2.0,1.0,3.0,,,,
1190,772950,,,,,,,,,,2.0,,,
1191,900472,,1.0,,,2.0,,,,,,,1.0,
1192,796486,,4.0,5.0,2.0,,,,,,1.0,,,
1193,871358,,3.0,,,,,,,,3.0,,2.0,
1194,931588,2.0,1.0,,,,2.0,,,,3.0,,,
1195,880202,,,2.0,1.0,,1.0,,,,,3.0,,
1196,1197206,1.0,,3.0,,,,,,1.0,,,4.0,
1197,1117796,,,,,4.0,,,,,,,,
1198,1219520,,,,,,,,3.0,,,,,
1199,595876,,,5.0,,,,,,3.0,,,,
1200,1216132,,5.0,5.0,,,,,3.0,,4.0,,,
1201,1145736,,,,,,,,,,,,,
1202,28556,3.0,,,2.0,,3.0,1.0,,4.0,,1.0,,
1203,317278,3.0,,,,2.0,,,2.0,,,,,
1204,573064,,,3.0,,,,3.0,,,,,,
1205,1120554,,,,,,5.0,,,,3.0,,,
1206,1151326,,,,,,,2.0,,,,,,
1207,590794,,,,,3.0,,,,,,,1.0,
1208,1181578,,,3.0,3.0,,,3.0,,,,,5.0,
1209,1261122,,,,,,4.0,,2.0,,,,5.0,
1210,749542,,,,,,3.0,,,2.0,,,,
1211,874012,,,,,,4.0,,,,3.0,,,
1212,1046722,,4.0,,,,,2.0,,,5.0,,2.0,
1213,820194,,,,,,,,,,1.0,,,
1214,62721,,,,5.0,,,,,,,,4.0,
1215,371074,,,1.0,,,,,,,2.0,,2.0,
1216,20461,,,3.0,,,,,,,,,,
1217,416548,,1.0,2.0,,,,,,2.0,,,,
1218,1047436,,,,,,4.0,,,,,,,
1219,396204,1.0,,,,5.0,,3.0,,,4.0,,,
1220,897238,,,,2.0,,,,,,,,,
1221,1067516,5.0,,,,,5.0,5.0,,,1.0,4.0,,
1222,1008100,,,2.0,,,,,,,1.0,,,
1223,832870,,,,,,,3.0,,,2.0,,,
1224,642656,,,,,3.0,1.0,,,,5.0,,5.0,
1225,428220,,5.0,,5.0,1.0,,,3.0,2.0,,,,
1226,1184664,4.0,1.0,,2.0,,,,4.0,,,,4.0,
1227,65596,5.0,,,1.0,,,5.0,,,,,,
1228,1018358,,,,,,,,2.0,2.0,4.0,,,
1229,16714,,,4.0,2.0,,,,,,2.0,,,
1230,657764,,,4.0,,,,,,2.0,,,,
1231,231970,,,4.0,,,,,,,4.0,5.0,,
1232,981684,,,5.0,,3.0,4.0,2.0,,,3.0,,3.0,
1233,669174,,1.0,2.0,4.0,,3.0,4.0,,2.0,,,,
1234,185526,,,,5.0,2.0,,,,2.0,,,,
1235,1185898,2.0,,2.0,,,,,,5.0,,1.0,,
1236,1177156,,4.0,,,,2.0,,4.0,4.0,,,,
1237,177614,,,4.0,,3.0,,4.0,,,,,,
1238,1128984,2.0,,,1.0,,,,,,,,,
1239,185528,1.0,,3.0,2.0,2.0,,,,,1.0,,,
1240,872262,5.0,,,5.0,,4.0,,,,,,,
1241,1137738,3.0,,,,,5.0,,,,,,,
1242,1185535,,,,,,,,1.0,,,3.0,2.0,
1243,896742,,,,,,,,,,,,,
1244,609642,,3.0,,5.0,,,,,,,,,
1245,723818,,1.0,,,,,2.0,,4.0,,,,
1246,1085646,,,,,,,4.0,,5.0,3.0,,,
1247,1062048,4.0,,1.0,5.0,,,,,4.0,,,4.0,
1248,1160004,4.0,,,4.0,,,4.0,,,3.0,,,
1249,1087244,,,1.0,,,,,1.0,,,,,
1250,1169062,,,,,3.0,2.0,,4.0,,,,2.0,
1251,520468,,,,3.0,1.0,5.0,,,,,,1.0,
1252,693812,,,,,,,,,,,4.0,,
1253,1196852,,2.0,,,1.0,,,,3.0,,,3.0,
1254,1149656,5.0,,,,,,,,,,,,
1255,385462,5.0,2.0,,,3.0,,,,,2.0,,,
1256,1094930,3.0,,,,,,,,,,,,
1257,561188,1.0,,,5.0,,2.0,,,2.0,,,2.0,
1258,600486,,,,,,4.0,,,,,5.0,3.0,
1259,501140,,,,,1.0,,3.0,,,,,,
1260,405488,4.0,,,5.0,3.0,5.0,,1.0,,,3.0,,
1261,1219326,3.0,,,2.0,2.0,,,,,,5.0,,
1262,1029554,,,3.0,,,,4.0,2.0,,,1.0,,
1263,1009068,,,,5.0,5.0,,,2.0,2.0,,,2.0,
1264,1276020,,,,,,,,,,,1.0,,
1265,1202746,4.0,5.0,3.0,2.0,,4.0,,3.0,,,,4.0,
1266,1226518,4.0,,1.0,,5.0,,,1.0,,4.0,3.0,,
1267,870368,,,,,1.0,2.0,,,4.0,1.0,,,
1268,1223336,,1.0,2.0,,5.0,,1.0,,,,,2.0,
1269,1257870,,,,,,2.0,,4.0,,,3.0,,
1270,519968,,,,,,,,,,2.0,,,
1271,656914,,,1.0,3.0,1.0,2.0,,,,4.0,,,
1272,787204,,,,,,,,2.0,,2.0,,,
1273,380668,,,,,,,,,5.0,,,,
1274,412864,5.0,,,,,,,5.0,,,,,
1275,463354,,2.0,2.0,,,3.0,,,,,,1.0,
1276,636548,,,4.0,,1.0,,,,1.0,,,,
1277,513782,,4.0,,,,1.0,3.0,,1.0,,,,
1278,19164,2.0,,,5.0,,2.0,,3.0,3.0,2.0,,,
1279,637402,1.0,,,,,,,,,,1.0,5.0,
1280,901082,,,,,,3.0,,,,,,,
1281,608090,,,,,,,,3.0,,,,,
1282,1165016,,5.0,,,,,4.0,,1.0,,,,
1283,755680,,3.0,,,,,,,1.0,,3.0,,
1284,930416,,1.0,,,,,5.0,,,,,2.0,
1285,784478,,,,,5.0,,3.0,,,,,1.0,
1286,17349,,,,,,2.0,,,2.0,,,,
1287,93484,5.0,,,,,,,,,2.0,2.0,,
1288,927186,1.0,3.0,,,,,,,3.0,,4.0,,
1289,628440,,,,,,,,,,,2.0,,
1290,1047508,4.0,,5.0,,3.0,,,,,,,2.0,
1291,406504,,,3.0,3.0,,,,,4.0,,,,
1292,644914,1.0,,2.0,,,4.0,,,,3.0,,2.0,
1293,908324,,,,2.0,,1.0,,,,,3.0,,
1294,15611,4.0,2.0,,3.0,,,2.0,5.0,,,,2.0,
1295,775252,5.0,4.0,,,,,,,,,5.0,1.0,
1296,850426,,,3.0,,4.0,,2.0,4.0,,,,4.0,
1297,530426,,,,,,,,,5.0,,,1.0,
1298,627782,,5.0,,,,3.0,5.0,,,,,4.0,
1299,1211198,4.0,,,3.0,,,,2.0,,,,,
1300,294294,4.0,,,,1.0,,,,,,4.0,1.0,
1301,692920,1.0,2.0,3.0,,,,,,,,,,
1302,349144,,,3.0,,,,,3.0,,,,,
1303,711688,,,,,,,,,,,5.0,,
1304,625920,4.0,,,,,,,4.0,1.0,,,,
1305,286508,4.0,,,,,,,2.0,1.0,,,2.0,
1306,768940,,,,1.0,,,1.0,,,1.0,1.0,2.0,
1307,640428,,,,,,,,,,,1.0,2.0,
1308,1168910,,,2.0,,3.0,2.0,5.0,,,,,,
1309,640426,,5.0,,,,,1.0,,3.0,,,,
1310,300466,,4.0,,,1.0,4.0,,,,,1.0,1.0,
1311,682060,,,,,,,1.0,,2.0,2.0,,,
1312,809216,,4.0,,,3.0,2.0,,2.0,,,,,
1313,532140,,3.0,,,1.0,,,,,,1.0,,
1314,546832,,,,,,,,,,,,1.0,
1315,1260674,,,,,1.0,,,,,,,1.0,
1316,288110,,,,,,,,,,,,1.0,
1317,388104,4.0,,2.0,,,,,,,,3.0,,
1318,742392,,,,,,5.0,,,5.0,,,,
1319,1265678,1.0,,,,,,3.0,,,3.0,,,
1320,814200,,,,,,2.0,4.0,3.0,,,,3.0,
1321,468182,,2.0,,,,,,,,,,,
1322,789670,,2.0,,,,,,,,,,2.0,
1323,1009622,,,2.0,,,4.0,5.0,,3.0,,,1.0,
1324,1164570,,,,4.0,,,,,,,3.0,,
1325,686430,,4.0,,,,4.0,,1.0,,,4.0,,
1326,1007622,,,2.0,4.0,,,3.0,,,,,,
1327,1031648,,,,,,,,4.0,,,1.0,,
1328,1069348,,,,,,3.0,,1.0,,,,5.0,
1329,181294,,5.0,5.0,,,,,,1.0,,,,
1330,780150,,1.0,,,,2.0,,,4.0,,,,
1331,922464,,,,,5.0,,3.0,,,4.0,,,
1332,855188,,,5.0,,,2.0,,,2.0,,4.0,,
1333,855764,,,,3.0,2.0,,,,4.0,,,,
1334,699376,,,,5.0,,,,3.0,,,5.0,,
1335,192726,,,,4.0,4.0,5.0,5.0,,,,,,
1336,358998,,1.0,,,2.0,4.0,1.0,1.0,5.0,,2.0,,
1337,525446,,,,,,5.0,,,,3.0,,,
1338,638040,,2.0,,1.0,,,,,,,,1.0,
1339,502588,,2.0,,,5.0,,,,,,,5.0,
1340,1177670,,,,,,4.0,,,,2.0,,,
1341,753774,,,2.0,,,,,,,,,4.0,
1342,530436,,4.0,,,,3.0,,,5.0,,,2.0,
1343,690918,,,,,3.0,5.0,,,,,,2.0,
1344,927336,1.0,,,,,,,2.0,,,,,
1345,1022032,,,5.0,,,,,,,,,,
1346,1101806,,,4.0,,,2.0,,,,,,,
1347,1246168,3.0,,,,,1.0,,,,3.0,4.0,,
1348,1242692,4.0,,,3.0,,,,,,1.0,,,
1349,1185390,,,,,1.0,,2.0,5.0,4.0,,,,
1350,700942,,5.0,,,,,,,,,,,
1351,804096,5.0,,,,,,4.0,,,,2.0,2.0,
1352,733654,,,,,,,4.0,,,2.0,,,
1353,994312,,,,,,3.0,,3.0,,3.0,,,
1354,902300,,,,,,4.0,,5.0,4.0,,4.0,,
1355,522426,,,,,,,,,4.0,,,,
1356,550360,,,,,,,,,,,,,
1357,314698,5.0,,,,4.0,4.0,,,1.0,4.0,,,
1358,960898,2.0,3.0,,,,3.0,,,,,4.0,,
1359,1245392,,,,3.0,,1.0,,,,,2.0,,
1360,661628,,,,,,3.0,,,,1.0,4.0,,
1361,1199928,,,,4.0,,,,,5.0,,,,
1362,923902,,1.0,2.0,,4.0,,,,,,3.0,,
1363,720300,,,,,,,4.0,2.0,5.0,,3.0,,
1364,79120,,3.0,,2.0,,2.0,,,,,,,
1365,1106490,,1.0,,2.0,,3.0,,,,,,4.0,
1366,424770,5.0,,,3.0,,,,,,,1.0,,
1367,22445,,,,4.0,5.0,,5.0,2.0,,,,,
1368,581352,,,,,,3.0,,,,,,,
1369,874656,1.0,3.0,,,1.0,,,2.0,2.0,,1.0,,
1370,1156778,,,1.0,,,,,,,2.0,,,
1371,870936,3.0,,,5.0,,,1.0,,,,,,
1372,413713,,,,,4.0,5.0,,,,,5.0,,
1373,52457,,,,,,,4.0,,3.0,,,3.0,
1374,446936,,3.0,,,,,,,,1.0,,,
1375,77896,,5.0,2.0,,,,,,,,,4.0,
1376,654038,,,,,,,4.0,,,,5.0,,
1377,438420,,2.0,,3.0,,,,2.0,2.0,,,,
1378,1246636,,,,,,,,,,,,1.0,
1379,406424,4.0,,,4.0,,1.0,,,,,,3.0,
1380,1243016,1.0,,,,4.0,,5.0,,,,,2.0,
1381,1266468,,5.0,,4.0,4.0,,,,3.0,,4.0,2.0,
1382,611804,1.0,,,,,,,,2.0,,,5.0,
1383,276680,,,,3.0,,,,,2.0,,,,
1384,922092,,5.0,,,,,,,,,,,
1385,1274846,,,,,1.0,,,,,,1.0,2.0,
1386,1093446,,,,,1.0,,1.0,,,2.0,,,
1387,1000116,1.0,2.0,,5.0,,,,,,,2.0,5.0,
1388,673142,,,,1.0,,,,,,3.0,,1.0,
1389,701468,,,,4.0,2.0,,,5.0,,3.0,2.0,,
1390,399938,4.0,,,,,,,3.0,,1.0,,5.0,
1391,555952,,4.0,1.0,1.0,,,,2.0,,,,2.0,
1392,341952,1.0,,,,,,,,,4.0,,,
1393,474076,,,,,,,,2.0,,,,,
1394,839536,,2.0,,,,,,,,2.0,,,
1395,787340,3.0,,,,4.0,,,4.0,,5.0,,,
1396,559204,,5.0,,,1.0,,,,4.0,,,1.0,
1397,1197810,,,,,,,,3.0,,,,2.0,
1398,971260,,,,5.0,,,,,5.0,,,,
1399,960326,,,,,,,,,,,,,
1400,144222,5.0,,4.0,5.0,,,,,,,,4.0,
1401,447210,,,,,,,,,,,,1.0,
1402,482208,,,1.0,4.0,,5.0,3.0,,,,,,
1403,998580,1.0,,,,,,,,,,,,
1404,475214,,4.0,,5.0,,1.0,,,,5.0,5.0,,
1405,77532,,3.0,,,,2.0,,,,,,3.0,
1406,846214,5.0,,,,,,,,,,1.0,,
1407,951912,,,2.0,,,,,,,,3.0,,
1408,1132572,,,,3.0,,,,,,4.0,5.0,5.0,
1409,660876,1.0,,,2.0,5.0,,5.0,,1.0,,,2.0,
1410,837798,,,,3.0,,,,2.0,,,,,
1411,834226,,,,,,,,,,,,4.0,
1412,750934,,,,,2.0,1.0,,,,,,3.0,
1413,770622,4.0,,3.0,,,4.0,,,,1.0,,,
1414,1029436,,5.0,,,,2.0,3.0,,,,1.0,,
1415,1165588,,,,,4.0,,,,,2.0,2.0,4.0,
1416,1226182,1.0,,,5.0,,,,4.0,,3.0,,,
1417,978462,3.0,,5.0,,,,,4.0,,4.0,,,
1418,585566,,,5.0,,,,4.0,2.0,4.0,3.0,1.0,,
1419,805882,5.0,,,,,1.0,,,1.0,5.0,,,
1420,413180,,1.0,,3.0,,3.0,,2.0,1.0,,,2.0,
1421,1027480,,3.0,,,,,3.0,,,,,,
1422,951304,3.0,2.0,,,,,2.0,,3.0,5.0,,,
1423,1219814,2.0,,,,,5.0,,,,,,,
1424,518870,1.0,,,,,5.0,,2.0,2.0,,1.0,,
1425,935108,,1.0,,3.0,,,,,4.0,,,,
1426,53549,,,3.0,3.0,,,,,1.0,2.0,1.0,5.0,
1427,907408,,5.0,,,,3.0,,,,5.0,,,
1428,410974,,,,,,3.0,,3.0,1.0,,,5.0,
1429,1035402,2.0,4.0,1.0,,,,,,,1.0,2.0,,
1430,991416,,,,,,,,5.0,5.0,,,,
1431,472592,,,1.0,,1.0,2.0,,,,,,,
1432,140368,5.0,,,,1.0,5.0,,2.0,,,3.0,,
1433,366194,2.0,,,,,,4.0,,,,,,
1434,939882,2.0,,,,,,2.0,2.0,,,,,
1435,631148,2.0,,,,,5.0,,,,,,,
1436,885479,2.0,,,,,2.0,4.0,,,,,5.0,
1437,783438,,,,,,,5.0,1.0,,,3.0,,
1438,49553,3.0,,,,,,,,1.0,,,,
1439,506164,,,,,,,,,,,3.0,,
1440,280194,,,1.0,,,,,,,5.0,5.0,,
1441,711210,3.0,,,,,,,,,,2.0,,
1442,905244,3.0,3.0,2.0,,,,,5.0,,,,,
1443,637066,,,,,,,,,,,,,
1444,785328,,,,5.0,,4.0,,,,,,3.0,
1445,744696,,,4.0,,,2.0,,2.0,2.0,4.0,,3.0,
1446,220604,,1.0,,1.0,,,5.0,,,,,,
1447,699380,,,,2.0,,,,1.0,,,,,
1448,787096,5.0,,,,1.0,,,,,1.0,,,
1449,793000,5.0,,,,,,4.0,2.0,,,,,
1450,803058,,,,,,,,,,,,,
1451,494058,,5.0,,,,,,5.0,,,,,
1452,1027080,,,,3.0,,4.0,,,,5.0,,,
1453,367460,,5.0,1.0,,,,,,,,,,
1454,1151342,,1.0,4.0,,,,,,,1.0,4.0,2.0,
1455,395140,,,,,,,5.0,,3.0,,,5.0,
1456,866796,5.0,,,,,,,5.0,,,,,
1457,857144,,,,,,5.0,,5.0,,1.0,,5.0,
1458,611370,,,,1.0,1.0,,,,,,,,
1459,452092,,,,2.0,,,4.0,,,,,1.0,
1460,286424,,,,,,,3.0,,,,,,
1461,348116,,,,,,,4.0,,5.0,,,,
1462,436568,,,,,,1.0,,,,1.0,2.0,,
1463,956002,,3.0,,2.0,1.0,3.0,1.0,,2.0,,,,
1464,185500,3.0,,1.0,3.0,,,,,,,,,
1465,722176,,,,,,,1.0,5.0,,4.0,,,
1466,197610,,,,3.0,3.0,,1.0,1.0,3.0,,,,
1467,672112,3.0,,,1.0,,,,,5.0,,,,
1468,672086,,5.0,5.0,,5.0,,,3.0,,,,,
1469,185538,,4.0,,,,,,,1.0,,,,
1470,188604,,,,,5.0,,,,1.0,1.0,,,
1471,188584,,2.0,,,,,,,,,,,
1472,181268,,4.0,4.0,,,,4.0,3.0,,,,,
1473,185526,,,,,,,4.0,,2.0,,2.0,,
1474,177472,,3.0,5.0,,,,,1.0,2.0,,5.0,,
1475,766320,2.0,1.0,3.0,5.0,,,5.0,,,,,,
1476,181264,,,,,,,,,,4.0,,,
1477,513846,3.0,,,2.0,,,,,1.0,,,,
1478,242176,,4.0,,4.0,2.0,,,,,3.0,,,
1479,255604,,,,,,,,,,,,,
1480,1049380,3.0,,,,2.0,,,,,4.0,,,
1481,1216164,,,,,,3.0,,,,,,,
1482,1024800,,,,5.0,,,,,,,,3.0,
1483,1262470,,,,,,,4.0,,,,,,
1484,1164832,,5.0,,,,,,,,,,,
1485,794036,2.0,2.0,,,,,,,,,,,
1486,1004512,,,,,,,3.0,,,,,4.0,
1487,464184,,,,3.0,5.0,5.0,3.0,,,,,4.0,
1488,1126016,,,,,,1.0,,4.0,,,,,
1489,482924,,,,,,,4.0,,,1.0,,,
1490,738198,,,,,3.0,,,,1.0,,5.0,,
1491,768366,,,,,,2.0,,,2.0,3.0,5.0,,
1492,632136,2.0,5.0,,3.0,,1.0,,,3.0,,,,
1493,663702,,,2.0,,,,,,,2.0,,,
1494,558432,,,5.0,4.0,,5.0,5.0,,,,,,
1495,628786,,,,,,,,,,3.0,,,
1496,133968,,,,,,,,,,,,1.0,
1497,938680,3.0,,,,,,,,4.0,,,,
1498,691641,,,,5.0,1.0,,5.0,,5.0,,,,
1499,801186,,,,,5.0,3.0,,,,,,,
1500,906760,,,5.0,,,,,,,,,,
1501,705444,5.0,,2.0,,5.0,,,,,,,,
